TIME_PERIOD,OBS_VALUE,FREQ,CURRENCY,COLLECTION
1981-01-02,20.6611,D,THB,A
1981-01-05,20.6611,D,THB,A
1981-01-06,20.6611,D,THB,A
1981-01-07,20.6611,D,THB,A
1981-01-08,20.6611,D,THB,A
1981-01-09,20.6611,D,THB,A
1981-01-12,20.6611,D,THB,A
1981-01-13,20.6611,D,THB,A
1981-01-14,20.6611,D,THB,A
1981-01-15,20.6611,D,THB,A
1981-01-16,20.6611,D,THB,A
1981-01-19,20.6611,D,THB,A
1981-01-20,20.6611,D,THB,A
1981-01-21,20.6611,D,THB,A
1981-01-22,20.6611,D,THB,A
1981-01-23,20.6611,D,THB,A
1981-01-26,20.6611,D,THB,A
1981-01-27,20.6611,D,THB,A
1981-01-28,20.6611,D,THB,A
1981-01-29,20.6611,D,THB,A
1981-01-30,20.6611,D,THB,A
1981-02-02,20.6611,D,THB,A
1981-02-03,20.6611,D,THB,A
1981-02-04,20.6611,D,THB,A
1981-02-05,20.6611,D,THB,A
1981-02-06,20.6611,D,THB,A
1981-02-09,20.6611,D,THB,A
1981-02-10,20.6611,D,THB,A
1981-02-11,20.6611,D,THB,A
1981-02-13,20.6611,D,THB,A
1981-02-17,20.6611,D,THB,A
1981-02-18,20.6611,D,THB,A
1981-02-19,20.6611,D,THB,A
1981-02-20,20.6611,D,THB,A
1981-02-23,20.6611,D,THB,A
1981-02-24,20.6611,D,THB,A
1981-02-25,20.6611,D,THB,A
1981-02-26,20.6611,D,THB,A
1981-02-27,20.6185,D,THB,A
1981-03-02,20.6185,D,THB,A
1981-03-03,20.6185,D,THB,A
1981-03-04,20.4918,D,THB,A
1981-03-05,20.4918,D,THB,A
1981-03-06,20.4918,D,THB,A
1981-03-09,20.4918,D,THB,A
1981-03-10,20.4918,D,THB,A
1981-03-11,20.4918,D,THB,A
1981-03-12,20.4918,D,THB,A
1981-03-13,20.5,D,THB,A
1981-03-16,20.5,D,THB,A
1981-03-17,20.5,D,THB,A
1981-03-18,20.5,D,THB,A
1981-03-19,20.5,D,THB,A
1981-03-20,20.5,D,THB,A
1981-03-23,20.5,D,THB,A
1981-03-24,20.65,D,THB,A
1981-03-25,20.65,D,THB,A
1981-03-26,20.65,D,THB,A
1981-03-27,20.65,D,THB,A
1981-03-30,20.65,D,THB,A
1981-03-31,20.65,D,THB,A
1981-04-01,20.65,D,THB,A
1981-04-02,20.65,D,THB,A
1981-04-03,20.67,D,THB,A
1981-04-06,20.67,D,THB,A
1981-04-07,20.67,D,THB,A
1981-04-08,20.67,D,THB,A
1981-04-09,20.67,D,THB,A
1981-04-10,20.75,D,THB,A
1981-04-13,20.75,D,THB,A
1981-04-14,20.75,D,THB,A
1981-04-15,20.75,D,THB,A
1981-04-16,20.75,D,THB,A
1981-04-17,20.75,D,THB,A
1981-04-20,20.75,D,THB,A
1981-04-21,20.75,D,THB,A
1981-04-22,20.75,D,THB,A
1981-04-23,20.75,D,THB,A
1981-04-24,20.75,D,THB,A
1981-04-27,20.75,D,THB,A
1981-04-28,20.75,D,THB,A
1981-04-29,20.75,D,THB,A
1981-04-30,20.75,D,THB,A
1981-05-01,20.75,D,THB,A
1981-05-04,20.75,D,THB,A
1981-05-05,20.75,D,THB,A
1981-05-06,20.75,D,THB,A
1981-05-07,20.75,D,THB,A
1981-05-08,20.75,D,THB,A
1981-05-11,20.75,D,THB,A
1981-05-12,20.75,D,THB,A
1981-05-13,20.75,D,THB,A
1981-05-14,20.75,D,THB,A
1981-05-15,21.0,D,THB,A
1981-05-18,21.0,D,THB,A
1981-05-19,21.0,D,THB,A
1981-05-20,21.0,D,THB,A
1981-05-21,21.0,D,THB,A
1981-05-22,21.0,D,THB,A
1981-05-26,21.0,D,THB,A
1981-05-27,21.0,D,THB,A
1981-05-28,21.0,D,THB,A
1981-05-29,21.0,D,THB,A
1981-06-01,21.0,D,THB,A
1981-06-02,21.0,D,THB,A
1981-06-03,21.0,D,THB,A
1981-06-04,21.0,D,THB,A
1981-06-05,21.0,D,THB,A
1981-06-08,21.0,D,THB,A
1981-06-09,21.0,D,THB,A
1981-06-10,21.0,D,THB,A
1981-06-11,21.0,D,THB,A
1981-06-12,21.0,D,THB,A
1981-06-15,21.0,D,THB,A
1981-06-16,21.0,D,THB,A
1981-06-17,21.0,D,THB,A
1981-06-18,21.0,D,THB,A
1981-06-19,21.0,D,THB,A
1981-06-22,21.0,D,THB,A
1981-06-23,21.0,D,THB,A
1981-06-24,21.0,D,THB,A
1981-06-25,21.0,D,THB,A
1981-06-26,20.9,D,THB,A
1981-06-29,20.9,D,THB,A
1981-06-30,20.9,D,THB,A
1981-07-01,20.9,D,THB,A
1981-07-02,20.95,D,THB,A
1981-07-03,20.36,D,THB,A
1981-07-06,20.36,D,THB,A
1981-07-07,20.82,D,THB,A
1981-07-08,20.82,D,THB,A
1981-07-09,20.82,D,THB,A
1981-07-10,20.82,D,THB,A
1981-07-13,20.82,D,THB,A
1981-07-14,23.05,D,THB,A
1981-07-15,23.05,D,THB,A
1981-07-16,23.05,D,THB,A
1981-07-17,23.05,D,THB,A
1981-07-20,23.05,D,THB,A
1981-07-21,23.05,D,THB,A
1981-07-22,23.05,D,THB,A
1981-07-23,23.05,D,THB,A
1981-07-24,23.05,D,THB,A
1981-07-27,23.05,D,THB,A
1981-07-28,23.05,D,THB,A
1981-07-29,23.05,D,THB,A
1981-07-30,23.05,D,THB,A
1981-07-31,23.05,D,THB,A
1981-08-03,23.05,D,THB,A
1981-08-04,23.05,D,THB,A
1981-08-05,23.05,D,THB,A
1981-08-06,23.05,D,THB,A
1981-08-07,23.05,D,THB,A
1981-08-10,23.05,D,THB,A
1981-08-11,23.05,D,THB,A
1981-08-12,23.05,D,THB,A
1981-08-13,23.05,D,THB,A
1981-08-14,23.05,D,THB,A
1981-08-17,23.05,D,THB,A
1981-08-18,23.05,D,THB,A
1981-08-19,23.05,D,THB,A
1981-08-20,23.05,D,THB,A
1981-08-21,23.05,D,THB,A
1981-08-24,23.05,D,THB,A
1981-08-25,23.05,D,THB,A
1981-08-26,23.05,D,THB,A
1981-08-27,23.05,D,THB,A
1981-08-28,23.05,D,THB,A
1981-08-31,23.05,D,THB,A
1981-09-01,23.05,D,THB,A
1981-09-02,23.05,D,THB,A
1981-09-03,23.05,D,THB,A
1981-09-04,23.05,D,THB,A
1981-09-08,23.05,D,THB,A
1981-09-09,23.05,D,THB,A
1981-09-10,23.05,D,THB,A
1981-09-11,23.05,D,THB,A
1981-09-14,23.05,D,THB,A
1981-09-15,23.05,D,THB,A
1981-09-16,23.05,D,THB,A
1981-09-17,23.05,D,THB,A
1981-09-18,23.05,D,THB,A
1981-09-21,23.05,D,THB,A
1981-09-22,23.05,D,THB,A
1981-09-23,23.05,D,THB,A
1981-09-24,23.05,D,THB,A
1981-09-25,23.05,D,THB,A
1981-09-28,23.05,D,THB,A
1981-09-29,23.05,D,THB,A
1981-09-30,23.05,D,THB,A
1981-10-01,23.05,D,THB,A
1981-10-02,23.05,D,THB,A
1981-10-05,23.05,D,THB,A
1981-10-06,23.05,D,THB,A
1981-10-07,23.05,D,THB,A
1981-10-08,23.05,D,THB,A
1981-10-09,23.05,D,THB,A
1981-10-13,23.05,D,THB,A
1981-10-14,23.05,D,THB,A
1981-10-15,23.05,D,THB,A
1981-10-16,23.05,D,THB,A
1981-10-19,23.05,D,THB,A
1981-10-20,23.05,D,THB,A
1981-10-21,23.05,D,THB,A
1981-10-22,23.05,D,THB,A
1981-10-23,23.05,D,THB,A
1981-10-26,23.05,D,THB,A
1981-10-27,23.05,D,THB,A
1981-10-28,23.05,D,THB,A
1981-10-29,23.05,D,THB,A
1981-10-30,23.05,D,THB,A
1981-11-02,23.05,D,THB,A
1981-11-04,23.05,D,THB,A
1981-11-05,23.05,D,THB,A
1981-11-06,23.05,D,THB,A
1981-11-09,23.05,D,THB,A
1981-11-10,23.05,D,THB,A
1981-11-12,23.05,D,THB,A
1981-11-13,23.05,D,THB,A
1981-11-16,23.05,D,THB,A
1981-11-17,23.05,D,THB,A
1981-11-18,23.05,D,THB,A
1981-11-19,23.05,D,THB,A
1981-11-20,23.05,D,THB,A
1981-11-23,23.05,D,THB,A
1981-11-24,23.05,D,THB,A
1981-11-25,23.05,D,THB,A
1981-11-27,23.05,D,THB,A
1981-11-30,23.05,D,THB,A
1981-12-01,23.05,D,THB,A
1981-12-02,23.05,D,THB,A
1981-12-03,23.05,D,THB,A
1981-12-04,23.05,D,THB,A
1981-12-07,23.05,D,THB,A
1981-12-08,23.05,D,THB,A
1981-12-09,23.05,D,THB,A
1981-12-10,23.05,D,THB,A
1981-12-11,23.05,D,THB,A
1981-12-14,23.05,D,THB,A
1981-12-15,23.05,D,THB,A
1981-12-16,23.05,D,THB,A
1981-12-17,23.05,D,THB,A
1981-12-18,23.05,D,THB,A
1981-12-21,23.05,D,THB,A
1981-12-22,23.05,D,THB,A
1981-12-23,23.05,D,THB,A
1981-12-24,23.05,D,THB,A
1981-12-28,23.05,D,THB,A
1981-12-29,23.05,D,THB,A
1981-12-30,23.05,D,THB,A
1981-12-31,23.05,D,THB,A
1982-01-04,23.05,D,THB,A
1982-01-05,23.05,D,THB,A
1982-01-06,23.05,D,THB,A
1982-01-07,23.05,D,THB,A
1982-01-08,23.05,D,THB,A
1982-01-11,23.05,D,THB,A
1982-01-12,23.05,D,THB,A
1982-01-13,23.05,D,THB,A
1982-01-14,23.05,D,THB,A
1982-01-15,23.05,D,THB,A
1982-01-18,23.05,D,THB,A
1982-01-19,23.05,D,THB,A
1982-01-20,23.05,D,THB,A
1982-01-21,23.05,D,THB,A
1982-01-22,23.05,D,THB,A
1982-01-25,23.05,D,THB,A
1982-01-26,23.05,D,THB,A
1982-01-27,23.05,D,THB,A
1982-01-28,23.05,D,THB,A
1982-01-29,23.05,D,THB,A
1982-02-01,23.05,D,THB,A
1982-02-02,23.05,D,THB,A
1982-02-03,23.05,D,THB,A
1982-02-04,23.05,D,THB,A
1982-02-05,23.05,D,THB,A
1982-02-08,23.05,D,THB,A
1982-02-09,23.05,D,THB,A
1982-02-10,23.05,D,THB,A
1982-02-11,23.05,D,THB,A
1982-02-16,23.05,D,THB,A
1982-02-17,23.05,D,THB,A
1982-02-18,23.05,D,THB,A
1982-02-19,23.05,D,THB,A
1982-02-22,23.05,D,THB,A
1982-02-23,23.05,D,THB,A
1982-02-24,23.05,D,THB,A
1982-02-25,23.05,D,THB,A
1982-02-26,23.05,D,THB,A
1982-03-01,23.05,D,THB,A
1982-03-02,23.05,D,THB,A
1982-03-03,23.05,D,THB,A
1982-03-04,23.05,D,THB,A
1982-03-05,23.05,D,THB,A
1982-03-08,23.05,D,THB,A
1982-03-09,23.05,D,THB,A
1982-03-10,23.05,D,THB,A
1982-03-11,23.05,D,THB,A
1982-03-12,23.05,D,THB,A
1982-03-15,23.05,D,THB,A
1982-03-16,23.05,D,THB,A
1982-03-17,23.05,D,THB,A
1982-03-18,23.05,D,THB,A
1982-03-19,23.05,D,THB,A
1982-03-22,23.05,D,THB,A
1982-03-23,23.05,D,THB,A
1982-03-24,23.05,D,THB,A
1982-03-25,23.05,D,THB,A
1982-03-26,23.05,D,THB,A
1982-03-29,23.05,D,THB,A
1982-03-30,23.05,D,THB,A
1982-03-31,23.05,D,THB,A
1982-04-01,23.05,D,THB,A
1982-04-02,23.05,D,THB,A
1982-04-05,23.05,D,THB,A
1982-04-06,23.05,D,THB,A
1982-04-07,23.05,D,THB,A
1982-04-08,23.05,D,THB,A
1982-04-09,23.05,D,THB,A
1982-04-12,23.05,D,THB,A
1982-04-13,23.05,D,THB,A
1982-04-14,23.05,D,THB,A
1982-04-15,23.05,D,THB,A
1982-04-16,23.0,D,THB,A
1982-04-19,23.0,D,THB,A
1982-04-20,23.0,D,THB,A
1982-04-21,23.0,D,THB,A
1982-04-22,23.0,D,THB,A
1982-04-23,23.0,D,THB,A
1982-04-26,23.0,D,THB,A
1982-04-27,23.0,D,THB,A
1982-04-28,23.0,D,THB,A
1982-04-29,23.0,D,THB,A
1982-04-30,23.0,D,THB,A
1982-05-03,23.0,D,THB,A
1982-05-04,23.0,D,THB,A
1982-05-05,23.0,D,THB,A
1982-05-06,23.0,D,THB,A
1982-05-07,23.0,D,THB,A
1982-05-10,23.0,D,THB,A
1982-05-11,23.0,D,THB,A
1982-05-12,23.0,D,THB,A
1982-05-13,23.0,D,THB,A
1982-05-14,23.0,D,THB,A
1982-05-17,23.0,D,THB,A
1982-05-18,23.0,D,THB,A
1982-05-19,23.0,D,THB,A
1982-05-20,23.0,D,THB,A
1982-05-21,23.0,D,THB,A
1982-05-24,23.0,D,THB,A
1982-05-25,23.0,D,THB,A
1982-05-26,23.0,D,THB,A
1982-05-27,23.0,D,THB,A
1982-05-28,23.0,D,THB,A
1982-06-01,23.0,D,THB,A
1982-06-02,23.0,D,THB,A
1982-06-03,23.0,D,THB,A
1982-06-04,23.0,D,THB,A
1982-06-07,23.0,D,THB,A
1982-06-08,23.0,D,THB,A
1982-06-09,23.0,D,THB,A
1982-06-10,23.0,D,THB,A
1982-06-11,23.0,D,THB,A
1982-06-14,23.0,D,THB,A
1982-06-15,23.0,D,THB,A
1982-06-16,23.0,D,THB,A
1982-06-17,23.0,D,THB,A
1982-06-18,23.0,D,THB,A
1982-06-21,23.0,D,THB,A
1982-06-22,23.0,D,THB,A
1982-06-23,23.0,D,THB,A
1982-06-24,23.0,D,THB,A
1982-06-25,23.0,D,THB,A
1982-06-28,23.0,D,THB,A
1982-06-29,23.0,D,THB,A
1982-06-30,23.0,D,THB,A
1982-07-01,23.0,D,THB,A
1982-07-02,23.0,D,THB,A
1982-07-06,23.0,D,THB,A
1982-07-07,23.0,D,THB,A
1982-07-08,23.0,D,THB,A
1982-07-09,23.0,D,THB,A
1982-07-12,23.0,D,THB,A
1982-07-13,23.0,D,THB,A
1982-07-14,23.0,D,THB,A
1982-07-15,23.0,D,THB,A
1982-07-16,23.0,D,THB,A
1982-07-19,23.0,D,THB,A
1982-07-20,23.0,D,THB,A
1982-07-21,23.0,D,THB,A
1982-07-22,23.0,D,THB,A
1982-07-23,23.0,D,THB,A
1982-07-26,23.0,D,THB,A
1982-07-27,23.0,D,THB,A
1982-07-28,23.0,D,THB,A
1982-07-29,23.0,D,THB,A
1982-07-30,23.0,D,THB,A
1982-08-02,23.0,D,THB,A
1982-08-03,23.0,D,THB,A
1982-08-04,23.0,D,THB,A
1982-08-05,23.0,D,THB,A
1982-08-06,23.0,D,THB,A
1982-08-09,23.0,D,THB,A
1982-08-10,23.0,D,THB,A
1982-08-11,23.0,D,THB,A
1982-08-12,23.0,D,THB,A
1982-08-13,23.0,D,THB,A
1982-08-16,23.0,D,THB,A
1982-08-17,23.0,D,THB,A
1982-08-18,23.0,D,THB,A
1982-08-19,23.0,D,THB,A
1982-08-20,23.0,D,THB,A
1982-08-23,23.0,D,THB,A
1982-08-24,23.0,D,THB,A
1982-08-25,23.0,D,THB,A
1982-08-26,23.0,D,THB,A
1982-08-27,23.0,D,THB,A
1982-08-30,23.0,D,THB,A
1982-08-31,23.0,D,THB,A
1982-09-01,23.0,D,THB,A
1982-09-02,23.0,D,THB,A
1982-09-03,23.0,D,THB,A
1982-09-07,23.0,D,THB,A
1982-09-08,23.0,D,THB,A
1982-09-09,23.0,D,THB,A
1982-09-10,23.0,D,THB,A
1982-09-13,23.0,D,THB,A
1982-09-14,23.0,D,THB,A
1982-09-15,23.0,D,THB,A
1982-09-16,23.0,D,THB,A
1982-09-17,23.0,D,THB,A
1982-09-20,23.0,D,THB,A
1982-09-21,23.0,D,THB,A
1982-09-22,23.0,D,THB,A
1982-09-23,23.0,D,THB,A
1982-09-24,23.0,D,THB,A
1982-09-27,23.0,D,THB,A
1982-09-28,23.0,D,THB,A
1982-09-29,23.0,D,THB,A
1982-09-30,23.0,D,THB,A
1982-10-01,23.0,D,THB,A
1982-10-04,23.0,D,THB,A
1982-10-05,23.0,D,THB,A
1982-10-06,23.0,D,THB,A
1982-10-07,23.0,D,THB,A
1982-10-08,23.0,D,THB,A
1982-10-12,23.0,D,THB,A
1982-10-13,23.0,D,THB,A
1982-10-14,23.0,D,THB,A
1982-10-15,23.0,D,THB,A
1982-10-18,23.0,D,THB,A
1982-10-19,23.0,D,THB,A
1982-10-20,23.0,D,THB,A
1982-10-21,23.0,D,THB,A
1982-10-22,23.0,D,THB,A
1982-10-25,23.0,D,THB,A
1982-10-26,23.0,D,THB,A
1982-10-27,23.0,D,THB,A
1982-10-28,23.0,D,THB,A
1982-10-29,23.0,D,THB,A
1982-11-01,23.0,D,THB,A
1982-11-03,23.0,D,THB,A
1982-11-04,23.0,D,THB,A
1982-11-05,23.0,D,THB,A
1982-11-08,23.0,D,THB,A
1982-11-09,23.0,D,THB,A
1982-11-10,23.0,D,THB,A
1982-11-12,23.0,D,THB,A
1982-11-15,23.0,D,THB,A
1982-11-16,23.0,D,THB,A
1982-11-17,23.0,D,THB,A
1982-11-18,23.0,D,THB,A
1982-11-19,23.0,D,THB,A
1982-11-22,23.0,D,THB,A
1982-11-23,23.0,D,THB,A
1982-11-24,23.0,D,THB,A
1982-11-26,23.0,D,THB,A
1982-11-29,23.0,D,THB,A
1982-11-30,23.0,D,THB,A
1982-12-01,23.0,D,THB,A
1982-12-02,23.0,D,THB,A
1982-12-03,23.0,D,THB,A
1982-12-06,23.0,D,THB,A
1982-12-07,23.0,D,THB,A
1982-12-08,23.0,D,THB,A
1982-12-09,23.0,D,THB,A
1982-12-10,23.0,D,THB,A
1982-12-13,23.0,D,THB,A
1982-12-14,23.0,D,THB,A
1982-12-15,23.0,D,THB,A
1982-12-16,23.0,D,THB,A
1982-12-17,23.0,D,THB,A
1982-12-20,23.0,D,THB,A
1982-12-21,23.0,D,THB,A
1982-12-22,23.0,D,THB,A
1982-12-23,23.0,D,THB,A
1982-12-24,23.0,D,THB,A
1982-12-27,23.0,D,THB,A
1982-12-28,23.0,D,THB,A
1982-12-29,23.0,D,THB,A
1982-12-30,23.0,D,THB,A
1982-12-31,23.0,D,THB,A
1983-01-03,23.0,D,THB,A
1983-01-04,23.0,D,THB,A
1983-01-05,23.0,D,THB,A
1983-01-06,23.0,D,THB,A
1983-01-07,23.0,D,THB,A
1983-01-10,23.0,D,THB,A
1983-01-11,23.0,D,THB,A
1983-01-12,23.0,D,THB,A
1983-01-13,23.0,D,THB,A
1983-01-14,23.0,D,THB,A
1983-01-17,23.0,D,THB,A
1983-01-18,23.0,D,THB,A
1983-01-19,23.0,D,THB,A
1983-01-20,23.0,D,THB,A
1983-01-21,23.0,D,THB,A
1983-01-24,23.0,D,THB,A
1983-01-25,23.0,D,THB,A
1983-01-26,23.0,D,THB,A
1983-01-27,23.0,D,THB,A
1983-01-28,23.0,D,THB,A
1983-01-31,23.0,D,THB,A
1983-02-01,23.0,D,THB,A
1983-02-02,23.0,D,THB,A
1983-02-03,23.0,D,THB,A
1983-02-04,23.0,D,THB,A
1983-02-07,23.0,D,THB,A
1983-02-08,23.0,D,THB,A
1983-02-09,23.0,D,THB,A
1983-02-10,23.0,D,THB,A
1983-02-11,23.0,D,THB,A
1983-02-14,23.0,D,THB,A
1983-02-15,23.0,D,THB,A
1983-02-16,23.0,D,THB,A
1983-02-17,23.0,D,THB,A
1983-02-18,23.0,D,THB,A
1983-02-22,23.0,D,THB,A
1983-02-23,23.0,D,THB,A
1983-02-24,23.0,D,THB,A
1983-02-25,22.99,D,THB,A
1983-02-28,23.0,D,THB,A
1983-03-01,23.0,D,THB,A
1983-03-02,22.99,D,THB,A
1983-03-03,23.0,D,THB,A
1983-03-04,22.99,D,THB,A
1983-03-07,22.99,D,THB,A
1983-03-08,22.99,D,THB,A
1983-03-09,22.99,D,THB,A
1983-03-10,22.99,D,THB,A
1983-03-11,22.99,D,THB,A
1983-03-14,22.99,D,THB,A
1983-03-15,22.99,D,THB,A
1983-03-16,22.99,D,THB,A
1983-03-17,22.99,D,THB,A
1983-03-18,22.99,D,THB,A
1983-03-21,22.99,D,THB,A
1983-03-22,22.99,D,THB,A
1983-03-23,22.99,D,THB,A
1983-03-24,22.99,D,THB,A
1983-03-25,22.99,D,THB,A
1983-03-28,22.99,D,THB,A
1983-03-29,22.99,D,THB,A
1983-03-30,22.99,D,THB,A
1983-03-31,22.99,D,THB,A
1983-04-01,22.99,D,THB,A
1983-04-04,22.99,D,THB,A
1983-04-05,22.99,D,THB,A
1983-04-06,22.99,D,THB,A
1983-04-07,22.99,D,THB,A
1983-04-08,22.99,D,THB,A
1983-04-11,22.99,D,THB,A
1983-04-12,22.99,D,THB,A
1983-04-13,22.99,D,THB,A
1983-04-14,22.99,D,THB,A
1983-04-15,22.99,D,THB,A
1983-04-18,22.99,D,THB,A
1983-04-19,22.99,D,THB,A
1983-04-20,22.99,D,THB,A
1983-04-21,22.99,D,THB,A
1983-04-22,22.99,D,THB,A
1983-04-25,22.99,D,THB,A
1983-04-26,22.99,D,THB,A
1983-04-27,22.99,D,THB,A
1983-04-28,22.99,D,THB,A
1983-04-29,22.99,D,THB,A
1983-05-02,22.99,D,THB,A
1983-05-03,22.99,D,THB,A
1983-05-04,22.99,D,THB,A
1983-05-05,22.99,D,THB,A
1983-05-06,22.99,D,THB,A
1983-05-09,22.99,D,THB,A
1983-05-10,22.99,D,THB,A
1983-05-11,22.95,D,THB,A
1983-05-12,22.99,D,THB,A
1983-05-13,22.99,D,THB,A
1983-05-16,22.99,D,THB,A
1983-05-17,22.99,D,THB,A
1983-05-18,22.99,D,THB,A
1983-05-19,22.99,D,THB,A
1983-05-20,22.99,D,THB,A
1983-05-23,22.99,D,THB,A
1983-05-24,22.99,D,THB,A
1983-05-25,22.99,D,THB,A
1983-05-26,22.99,D,THB,A
1983-05-27,22.99,D,THB,A
1983-05-31,22.99,D,THB,A
1983-06-01,22.99,D,THB,A
1983-06-02,22.99,D,THB,A
1983-06-03,22.99,D,THB,A
1983-06-06,22.99,D,THB,A
1983-06-07,22.99,D,THB,A
1983-06-08,22.99,D,THB,A
1983-06-09,22.99,D,THB,A
1983-06-10,22.99,D,THB,A
1983-06-13,22.99,D,THB,A
1983-06-14,22.99,D,THB,A
1983-06-15,22.99,D,THB,A
1983-06-16,22.99,D,THB,A
1983-06-17,22.99,D,THB,A
1983-06-20,22.99,D,THB,A
1983-06-21,22.99,D,THB,A
1983-06-22,22.99,D,THB,A
1983-06-23,22.99,D,THB,A
1983-06-24,22.99,D,THB,A
1983-06-27,22.99,D,THB,A
1983-06-28,22.99,D,THB,A
1983-06-29,22.99,D,THB,A
1983-06-30,22.99,D,THB,A
1983-07-01,22.99,D,THB,A
1983-07-05,22.99,D,THB,A
1983-07-06,22.99,D,THB,A
1983-07-07,22.99,D,THB,A
1983-07-08,22.99,D,THB,A
1983-07-11,22.99,D,THB,A
1983-07-12,22.99,D,THB,A
1983-07-13,22.99,D,THB,A
1983-07-14,22.99,D,THB,A
1983-07-15,22.99,D,THB,A
1983-07-18,22.99,D,THB,A
1983-07-19,22.99,D,THB,A
1983-07-20,22.99,D,THB,A
1983-07-21,22.99,D,THB,A
1983-07-22,22.99,D,THB,A
1983-07-25,22.99,D,THB,A
1983-07-26,22.99,D,THB,A
1983-07-27,22.99,D,THB,A
1983-07-28,22.99,D,THB,A
1983-07-29,22.99,D,THB,A
1983-08-01,22.99,D,THB,A
1983-08-02,22.99,D,THB,A
1983-08-03,22.99,D,THB,A
1983-08-04,22.99,D,THB,A
1983-08-05,22.99,D,THB,A
1983-08-08,22.99,D,THB,A
1983-08-09,22.99,D,THB,A
1983-08-10,22.99,D,THB,A
1983-08-11,22.99,D,THB,A
1983-08-12,22.99,D,THB,A
1983-08-15,22.99,D,THB,A
1983-08-16,22.99,D,THB,A
1983-08-17,22.99,D,THB,A
1983-08-18,22.99,D,THB,A
1983-08-19,22.99,D,THB,A
1983-08-22,22.99,D,THB,A
1983-08-23,22.99,D,THB,A
1983-08-24,22.99,D,THB,A
1983-08-25,22.99,D,THB,A
1983-08-26,22.99,D,THB,A
1983-08-29,22.99,D,THB,A
1983-08-30,22.99,D,THB,A
1983-08-31,22.99,D,THB,A
1983-09-01,22.99,D,THB,A
1983-09-02,22.99,D,THB,A
1983-09-06,22.99,D,THB,A
1983-09-07,22.99,D,THB,A
1983-09-08,22.99,D,THB,A
1983-09-09,22.99,D,THB,A
1983-09-12,22.99,D,THB,A
1983-09-13,22.99,D,THB,A
1983-09-14,22.99,D,THB,A
1983-09-15,22.99,D,THB,A
1983-09-16,22.99,D,THB,A
1983-09-19,22.99,D,THB,A
1983-09-20,22.99,D,THB,A
1983-09-21,22.99,D,THB,A
1983-09-22,22.99,D,THB,A
1983-09-23,22.99,D,THB,A
1983-09-26,22.99,D,THB,A
1983-09-27,22.99,D,THB,A
1983-09-28,22.99,D,THB,A
1983-09-29,22.99,D,THB,A
1983-09-30,22.99,D,THB,A
1983-10-03,22.99,D,THB,A
1983-10-04,22.99,D,THB,A
1983-10-05,22.99,D,THB,A
1983-10-06,22.99,D,THB,A
1983-10-07,22.99,D,THB,A
1983-10-11,22.99,D,THB,A
1983-10-12,22.99,D,THB,A
1983-10-13,22.99,D,THB,A
1983-10-14,22.99,D,THB,A
1983-10-17,22.99,D,THB,A
1983-10-18,22.99,D,THB,A
1983-10-19,22.99,D,THB,A
1983-10-20,22.99,D,THB,A
1983-10-21,22.99,D,THB,A
1983-10-24,22.99,D,THB,A
1983-10-25,22.99,D,THB,A
1983-10-26,22.99,D,THB,A
1983-10-27,22.99,D,THB,A
1983-10-28,22.99,D,THB,A
1983-10-31,22.99,D,THB,A
1983-11-01,22.99,D,THB,A
1983-11-02,22.99,D,THB,A
1983-11-03,22.99,D,THB,A
1983-11-04,22.99,D,THB,A
1983-11-07,22.99,D,THB,A
1983-11-09,22.99,D,THB,A
1983-11-10,22.99,D,THB,A
1983-11-14,22.99,D,THB,A
1983-11-15,22.99,D,THB,A
1983-11-16,22.99,D,THB,A
1983-11-17,22.99,D,THB,A
1983-11-18,22.99,D,THB,A
1983-11-21,22.99,D,THB,A
1983-11-22,22.99,D,THB,A
1983-11-23,22.99,D,THB,A
1983-11-25,22.99,D,THB,A
1983-11-28,22.99,D,THB,A
1983-11-29,22.99,D,THB,A
1983-11-30,22.99,D,THB,A
1983-12-01,22.99,D,THB,A
1983-12-02,22.99,D,THB,A
1983-12-05,22.99,D,THB,A
1983-12-06,22.99,D,THB,A
1983-12-07,22.99,D,THB,A
1983-12-08,22.99,D,THB,A
1983-12-09,22.99,D,THB,A
1983-12-12,22.99,D,THB,A
1983-12-13,22.99,D,THB,A
1983-12-14,22.99,D,THB,A
1983-12-15,22.99,D,THB,A
1983-12-16,22.99,D,THB,A
1983-12-19,22.99,D,THB,A
1983-12-20,22.99,D,THB,A
1983-12-21,22.99,D,THB,A
1983-12-22,22.99,D,THB,A
1983-12-23,22.99,D,THB,A
1983-12-27,22.99,D,THB,A
1983-12-28,22.99,D,THB,A
1983-12-29,22.99,D,THB,A
1983-12-30,23.04,D,THB,A
1984-01-03,23.04,D,THB,A
1984-01-04,23.04,D,THB,A
1984-01-05,23.04,D,THB,A
1984-01-06,23.0,D,THB,A
1984-01-09,23.0,D,THB,A
1984-01-10,23.0,D,THB,A
1984-01-11,23.0,D,THB,A
1984-01-12,23.0,D,THB,A
1984-01-13,23.0,D,THB,A
1984-01-16,23.0,D,THB,A
1984-01-17,23.0,D,THB,A
1984-01-18,23.0,D,THB,A
1984-01-19,23.0,D,THB,A
1984-01-20,23.0,D,THB,A
1984-01-23,23.0,D,THB,A
1984-01-24,23.0,D,THB,A
1984-01-25,23.0,D,THB,A
1984-01-26,23.0,D,THB,A
1984-01-27,23.0,D,THB,A
1984-01-30,23.0,D,THB,A
