fecha,Brasil,Canada,Chile,Estados Unidos,Mexico,Uruguay,China,India,Japon,Reino Unido,Suiza,Zona Euro,Vietnam,Paraguay,Sudafrica,Suecia,Republica Checa,Turquia,Dinamarca,Israel,Singapur,Australia,Noruega,Nueva Zelandia,Rusia,Colombia,Peru,Tailandia
1997-01-01,120.2416,75.9954,92.2221,70.2782,73.9953,75.9724,58.4235,55.4918,30.6792,83.8864,71.5263,88.8509,63.2183,,,,,,,,,,,,,,,91.1361
1997-01-02,120.2575,75.8069,92.3541,70.2728,73.7543,76.0094,58.4496,55.3291,30.7841,82.8572,71.5018,88.8678,63.1866,,,,,,,,,,,,,,,91.2313
1997-01-03,120.2618,75.7073,92.2032,70.2665,74.1226,76.0465,58.4751,55.3747,30.6557,82.8827,70.8812,87.9452,63.1748,,,,,,,,,,,,,,,91.1475
1997-01-04,120.2892,75.7014,92.2046,70.2602,74.1721,76.0836,58.5005,55.3664,30.6612,82.8592,70.8781,87.9407,63.18,,,,,,,,,,,,,,,91.1348
1997-01-05,120.3167,75.6954,92.2061,70.2539,74.2218,76.1207,58.5259,55.358,30.6666,82.8356,70.8749,87.9361,63.1851,,,,,,,,,,,,,,,91.1221
1997-01-06,120.2632,75.96,92.1424,70.2501,74.4322,76.0707,58.5535,55.3652,30.7939,82.4647,70.8403,87.5318,63.162,,,,,,,,,,,,,,,91.1483
1997-01-07,120.2906,76.6474,92.2089,70.2472,74.6389,76.1078,58.5818,55.3337,30.9169,82.9598,70.9681,87.6689,63.136,,,,,,,,,,,,,,,91.2469
1997-01-08,120.2256,76.811,92.0153,70.2443,74.8608,75.9711,58.6101,55.3562,30.8022,82.5946,70.6308,87.2419,63.1355,,,,,,,,,,,,,,,91.1674
1997-01-09,120.2646,77.0609,92.1033,70.2414,74.9109,75.6627,58.6384,55.3502,30.7121,82.8593,70.307,87.0678,63.1859,,,,,,,,,,,,,,,91.1235
1997-01-10,120.292,77.2263,92.0614,70.236,74.5651,75.6566,58.6646,55.3782,30.7693,82.1565,69.7927,86.753,63.1656,,,,,,,,,,,,,,,91.112
1997-01-11,120.3195,77.2203,92.0628,70.2297,74.615,75.6935,58.6901,55.3699,30.7747,82.1331,69.7896,86.7485,63.1708,,,,,,,,,,,,,,,91.0993
1997-01-12,120.3469,77.2142,92.0643,70.2234,74.6649,75.7304,58.7157,55.3615,30.7802,82.1098,69.7865,86.7441,63.176,,,,,,,,,,,,,,,91.0867
1997-01-13,120.282,77.1852,92.0441,70.218,75.1404,75.7674,58.7419,55.3378,30.6771,81.4949,69.6113,86.4519,63.1246,,,,,,,,,,,,,,,91.0041
1997-01-14,120.2979,77.0592,92.0671,70.2134,75.3497,75.8043,58.7689,55.3472,30.5408,81.5112,69.7245,86.1787,63.1495,,,,,,,,,,,,,,,90.9937
1997-01-15,120.2214,77.495,92.0469,70.2088,75.3373,75.8413,58.7959,55.3389,30.4758,81.8733,70.0164,86.4002,63.118,,,,,,,,,,,,,,,90.9478
1997-01-16,120.1682,77.7088,92.1784,70.2059,75.2576,75.8783,58.8243,55.3167,30.6631,81.7678,69.7842,86.2592,63.1429,,,,,,,,,,,,,,,90.9041
1997-01-17,120.1726,77.6737,91.8715,70.2013,75.1973,75.9153,58.8513,55.3246,30.4879,81.3928,68.8697,85.3378,63.117,,,,,,,,,,,,,,,90.8583
1997-01-18,120.2,77.6676,91.873,70.195,75.2476,75.9523,58.8769,55.3163,30.4933,81.3697,68.8666,85.3334,63.1221,,,,,,,,,,,,,,,90.8457
1997-01-19,120.2274,77.6616,91.8744,70.1887,75.2979,75.9894,58.9025,55.3079,30.4987,81.3465,68.8635,85.329,63.1273,,,,,,,,,,,,,,,90.833
1997-01-20,120.3356,77.8414,91.4733,70.1824,75.5703,75.9402,58.9281,55.295,30.3139,81.0652,67.9824,84.6789,63.1494,,,,,,,,,,,,,,,90.8204
1997-01-21,120.34,77.6958,92.7975,70.177,75.5821,75.9773,58.9544,55.2774,30.3282,81.0907,67.84,84.5945,63.1602,,,,,,,,,,,,,,,90.5621
1997-01-22,120.3559,77.7303,92.7549,70.1716,75.7685,76.0143,58.9808,55.2691,30.0657,80.585,67.1251,83.732,63.1682,,,,,,,,,,,,,,,90.4803
1997-01-23,120.3142,77.4983,92.8223,70.1653,75.8873,76.0514,59.0064,55.3009,29.905,79.3004,67.3624,83.6675,63.1733,,,,,,,,,,,,,,,90.3275
1997-01-24,120.3416,77.1644,93.0002,70.1615,75.6274,76.0885,59.0342,55.2695,30.0764,79.3128,68.309,84.2965,63.1785,,,,,,,,,,,,,,,90.3533
1997-01-25,120.3691,77.1584,93.0016,70.1552,75.678,76.1256,59.0599,55.2612,30.0817,79.2902,68.3059,84.2922,63.1836,,,,,,,,,,,,,,,90.3407
1997-01-26,120.3966,77.1523,93.0031,70.149,75.7287,76.1628,59.0856,55.2529,30.087,79.2677,68.3029,84.2878,63.1888,,,,,,,,,,,,,,,90.3282
1997-01-27,120.4241,77.2724,93.1151,70.1452,75.6922,76.1999,59.1134,55.2446,29.9738,78.9969,67.817,83.7817,63.1714,,,,,,,,,,,,,,,90.2839
1997-01-28,120.3478,77.6183,93.1831,70.1423,75.8785,76.1507,59.142,55.2093,29.5337,78.3171,67.1071,82.9668,63.168,,,,,,,,,,,,,,,90.136
1997-01-29,120.3176,77.3869,93.2012,70.1394,75.7065,76.1878,59.1706,55.2049,29.356,78.7525,67.3775,83.2554,63.1958,,,,,,,,,,,,,,,89.9886
1997-01-30,120.3106,77.151,93.386,70.1348,75.762,76.225,59.1977,55.1658,29.401,78.4912,67.313,83.4762,63.1868,,,,,,,,,,,,,,,89.7011
1997-01-31,120.315,77.0877,93.1874,70.1319,75.9969,76.1759,59.2263,55.1652,29.4886,77.8867,67.3951,83.5278,63.192,,,,,,,,,,,,,,,89.9007
1997-02-01,120.32,77.0833,93.2024,70.127,76.0317,76.2091,59.2682,55.1576,29.503,77.8827,67.3901,83.523,63.2255,,,,,,,,,,,,,,,89.9056
1997-02-02,120.3249,77.0789,93.2174,70.1221,76.0665,76.2423,59.3102,55.1501,29.5174,77.8788,67.385,83.5181,63.259,,,,,,,,,,,,,,,89.9105
1997-02-03,120.422,77.3325,93.3379,70.1198,76.1014,76.2755,59.3544,55.1502,29.4421,78.3305,67.4938,83.0936,63.2869,,,,,,,,,,,,,,,89.9534
1997-02-04,120.2773,77.4087,93.5145,70.1183,75.9954,76.2224,59.3992,55.1811,29.3589,78.6677,67.2757,83.1839,63.3488,,,,,,,,,,,,,,,89.9279
1997-02-05,120.1903,77.2949,93.6189,70.115,76.2101,76.2557,59.4427,55.1274,29.0887,79.3147,67.0917,82.9043,63.3823,,,,,,,,,,,,,,,89.831
1997-02-06,120.1953,77.1068,93.8582,70.1178,76.1136,76.2027,59.4913,55.1275,29.0641,79.2913,67.3743,82.8592,63.4159,,,,,,,,,,,,,,,89.7073
1997-02-07,120.1314,77.0052,93.9183,70.1129,76.4071,76.1499,59.5334,55.143,28.817,78.8792,66.4862,81.8742,63.4496,,,,,,,,,,,,,,,89.4711
1997-02-08,120.1363,77.0008,93.9334,70.108,76.4421,76.1831,59.5756,55.1355,28.8311,78.8752,66.4812,81.8695,63.4832,,,,,,,,,,,,,,,89.476
1997-02-09,120.1413,76.9963,93.9485,70.1031,76.4771,76.2163,59.6177,55.1279,28.8452,78.8713,66.4762,81.8648,63.5169,,,,,,,,,,,,,,,89.4809
1997-02-10,120.1806,76.8608,93.8287,70.0982,76.5465,76.1636,59.6599,55.105,29.2881,79.3478,67.1183,82.5557,63.5505,,,,,,,,,,,,,,,89.8653
1997-02-11,120.1856,76.6975,93.9787,70.0933,76.6749,76.1968,59.7022,55.0974,29.2452,79.7803,66.8464,81.8428,63.5842,,,,,,,,,,,,,,,89.8702
1997-02-12,120.202,76.6025,94.2196,70.0884,76.6609,76.23,59.7445,55.0899,29.0764,79.3449,66.2912,81.2697,63.5867,,,,,,,,,,,,,,,89.7022
1997-02-13,120.035,76.7737,94.4844,70.0784,76.7107,75.9508,59.7824,54.972,28.9005,78.7875,65.9623,81.0186,63.6033,,,,,,,,,,,,,,,89.5283
1997-02-14,119.9713,76.9114,94.3633,70.0709,76.8741,75.9371,59.8226,54.9951,29.0217,78.7299,65.5154,81.0393,63.6826,,,,,,,,,,,,,,,89.3242
1997-02-15,119.9762,76.907,94.3784,70.0661,76.9093,75.9702,59.865,54.9875,29.0359,78.7259,65.5105,81.0346,63.7163,,,,,,,,,,,,,,,89.3291
1997-02-16,119.9812,76.9025,94.3936,70.0612,76.9446,76.0033,59.9073,54.98,29.0501,78.722,65.5056,81.03,63.7501,,,,,,,,,,,,,,,89.3339
1997-02-17,120.0433,76.79,94.4088,70.0571,77.0839,76.0364,59.9505,55.0031,29.0082,78.5131,64.7043,80.3872,63.7127,,,,,,,,,,,,,,,89.3399
1997-02-18,120.0025,76.5083,94.5092,70.0547,76.8324,76.172,59.9951,55.0063,29.1019,77.7673,64.9848,80.6028,63.7436,,,,,,,,,,,,,,,89.6227
1997-02-19,119.8817,76.5547,94.8726,70.0355,76.9663,76.1197,60.0253,55.0217,29.122,78.2874,64.5681,80.4336,63.7631,,,,,,,,,,,,,,,89.6782
1997-02-20,119.8981,76.3925,95.2272,70.0297,77.3841,76.1529,60.067,55.0449,29.373,78.2393,64.6243,80.7251,63.7913,,,,,,,,,,,,,,,89.8894
1997-02-21,119.8574,76.2142,94.743,70.0232,77.3347,76.1007,60.1081,55.0066,29.4507,78.6142,65.3202,81.0621,63.8707,,,,,,,,,,,,,,,89.8575
1997-02-22,119.8623,76.2098,94.7582,70.0183,77.3701,76.1339,60.1507,54.9991,29.4651,78.6102,65.3154,81.0574,63.9046,,,,,,,,,,,,,,,89.8624
1997-02-23,119.8672,76.2054,94.7734,70.0134,77.4056,76.167,60.1933,54.9916,29.4795,78.6062,65.3105,81.0527,63.9385,,,,,,,,,,,,,,,89.8673
1997-02-24,119.9064,76.2066,94.9949,70.011,77.546,76.2002,60.2381,54.984,29.6959,79.2969,65.849,81.6529,63.9095,,,,,,,,,,,,,,,90.0838
1997-02-25,119.8657,76.2526,95.1136,70.0044,77.5265,76.1481,60.2793,54.9811,29.7055,79.3266,65.4614,81.3214,63.9405,,,,,,,,,,,,,,,90.0517
1997-02-26,119.7908,75.9691,95.2787,69.9928,77.2631,76.1813,60.3161,55.015,29.7042,79.3083,64.8534,80.6915,63.963,,,,,,,,,,,,,,,90.048
1997-02-27,119.8527,75.9592,95.3172,69.9879,76.8346,76.1293,60.3588,54.9768,30.0064,78.974,64.7258,80.6523,63.9741,,,,,,,,,,,,,,,90.0877
1997-02-28,119.8349,75.9048,95.1653,69.9779,75.5291,76.0774,60.3972,54.9462,30.0708,79.1839,64.8921,80.5851,64.0109,,,,,,,,,,,,,,,90.0513
1997-03-01,119.8736,75.9196,95.1898,69.9905,75.5713,76.1209,60.361,54.9591,30.0994,79.202,64.8995,80.6015,64.0096,,,,,,,,,,,,,,,90.0747
1997-03-02,119.9124,75.9344,95.2143,70.0031,75.6135,76.1644,60.3247,54.972,30.128,79.2201,64.9069,80.618,64.0083,,,,,,,,,,,,,,,90.0981
1997-03-03,119.9398,75.9104,95.0836,70.0106,75.2122,76.1229,60.2842,55.0539,30.1229,78.6557,64.8834,80.3732,63.9756,,,,,,,,,,,,,,,90.1498
1997-03-04,119.933,75.8309,94.9704,70.0291,75.6316,76.0815,60.2531,55.0131,29.904,78.5617,64.5583,79.7552,63.9429,,,,,,,,,,,,,,,90.0069
1997-03-05,119.8578,75.9123,94.972,70.0442,75.1276,76.0402,60.2191,55.049,30.0422,78.2192,64.6834,79.6913,63.7796,,,,,,,,,,,,,,,89.9989
1997-03-06,119.8738,76.1274,95.1111,70.0508,75.3571,76.0837,60.1779,55.0619,30.0201,78.3494,64.3302,79.4489,63.2105,,,,,,,,,,,,,,,89.98
1997-03-07,119.924,75.953,95.0897,70.0634,75.3616,76.0425,60.1418,55.0794,29.9599,78.0077,64.5065,79.4714,62.8216,,,,,,,,,,,,,,,90.038
1997-03-08,119.9628,75.9678,95.1142,70.076,75.4037,76.086,60.1057,55.0923,29.9884,78.0255,64.5138,79.4876,62.8203,,,,,,,,,,,,,,,90.0614
1997-03-09,120.0016,75.9827,95.1387,70.0886,75.4458,76.1294,60.0696,55.1052,30.0169,78.0434,64.5211,79.5039,62.819,,,,,,,,,,,,,,,90.0848
1997-03-10,120.029,75.8312,95.2322,70.1046,76.0905,76.0884,60.0365,55.1135,30.1108,77.925,65.0851,80.1591,61.8506,,,,,,,,,,,,,,,90.1473
1997-03-11,119.9767,76.1013,95.4181,70.118,75.847,76.0474,60.0012,55.1418,30.0962,78.103,64.9866,80.0487,62.5398,,,,,,,,,,,,,,,90.1023
1997-03-12,119.9472,76.211,95.6509,70.1298,76.1659,76.0908,59.9644,55.1671,29.9344,77.5273,65.3797,80.214,61.7841,,,,,,,,,,,,,,,90.2637
1997-03-13,119.8382,76.321,95.7104,70.1407,75.8415,76.0499,59.927,55.1754,29.9214,77.7544,65.6828,80.2921,61.5495,,,,,,,,,,,,,,,90.1806
1997-03-14,119.9224,76.2855,95.515,70.1533,76.0551,76.0934,59.891,55.1575,29.8078,77.9477,65.5959,80.35,61.5694,,,,,,,,,,,,,,,90.1345
1997-03-15,119.9612,76.3004,95.5396,70.1659,76.0976,76.1369,59.8551,55.1705,29.8361,77.9656,65.6034,80.3664,61.5682,,,,,,,,,,,,,,,90.1579
1997-03-16,120.0,76.3153,95.5642,70.1785,76.1401,76.1804,59.8192,55.1834,29.8645,77.9834,65.6108,80.3828,61.567,,,,,,,,,,,,,,,90.1813
1997-03-17,119.5629,75.9736,95.5888,70.1885,76.0253,76.2239,59.7811,55.1732,29.8204,77.3389,65.7623,80.7334,61.5525,,,,,,,,,,,,,,,90.2362
1997-03-18,119.4324,75.8446,95.6598,70.2011,76.4985,76.2675,59.7452,55.2016,30.1104,77.439,66.5732,81.2396,61.546,,,,,,,,,,,,,,,90.3989
1997-03-19,119.4823,75.6335,95.7076,70.2129,76.8312,76.2266,59.7087,55.1991,30.1047,77.8613,66.3781,81.1845,61.5447,,,,,,,,,,,,,,,90.3864
1997-03-20,119.4872,75.5714,95.6165,70.2255,76.6756,76.1858,59.6728,55.1967,29.9649,77.7289,66.3489,80.9446,61.5382,,,,,,,,,,,,,,,90.3054
1997-03-21,119.4695,75.5204,95.1807,70.2407,76.883,76.2293,59.6392,55.225,30.2408,78.2143,66.0777,81.1366,61.6163,,,,,,,,,,,,,,,90.3321
1997-03-22,119.5082,75.5351,95.2052,70.2533,76.926,76.2729,59.6034,55.2379,30.2695,78.2322,66.0852,81.1532,61.6151,,,,,,,,,,,,,,,90.3556
1997-03-23,119.5468,75.5499,95.2298,70.2659,76.9689,76.3165,59.5676,55.2509,30.2983,78.2501,66.0927,81.1697,61.6138,,,,,,,,,,,,,,,90.3791
1997-03-24,119.5743,75.7183,95.2085,70.2785,77.2704,76.3601,59.5319,55.2754,30.232,78.6781,65.8418,80.9779,61.5412,,,,,,,,,,,,,,,90.3677
1997-03-25,119.658,75.6617,95.2559,70.281,77.3234,76.3193,59.4876,55.2768,29.997,79.0274,65.4854,80.8821,61.5373,,,,,,,,,,,,,,,90.3086
1997-03-26,119.6968,75.8802,95.4412,70.2953,77.1662,76.3629,59.4533,55.336,29.9759,79.4274,65.4125,80.9211,61.536,,,,,,,,,,,,,,,90.1954
1997-03-27,119.9956,75.7517,95.5349,70.3096,77.3265,76.3223,59.419,55.3027,30.1148,79.601,66.1,81.6335,61.5322,,,,,,,,,,,,,,,90.2556
1997-03-28,120.0344,75.5634,95.5711,70.3222,77.1841,76.3659,59.3834,55.3002,30.0874,79.8301,66.2444,81.713,61.5309,,,,,,,,,,,,,,,90.3833
1997-03-29,120.0732,75.5781,95.5957,70.3349,77.2272,76.4095,59.3477,55.3132,30.116,79.8484,66.2519,81.7297,61.5297,,,,,,,,,,,,,,,90.4068
1997-03-30,120.1121,75.5929,95.6203,70.3475,77.2704,76.4532,59.3121,55.3262,30.1447,79.8666,66.2595,81.7464,61.5284,,,,,,,,,,,,,,,90.4302
1997-03-31,119.981,75.5584,95.6565,70.3678,77.2258,76.4969,59.283,55.3545,30.1892,80.2614,66.6764,82.0731,61.5219,,,,,,,,,,,,,,,90.5332
1997-04-01,120.1766,75.2074,95.3328,70.3787,77.3546,76.4569,59.3085,55.3777,30.3839,80.5048,66.6443,82.0955,61.5206,,,,,,,,,,,,,,,90.5832
1997-04-02,120.1796,75.3025,95.2624,70.3794,77.4642,76.4171,59.3254,55.4163,30.5424,80.4203,66.8161,82.1322,61.5009,,,,,,,,,,,,,,,90.5852
1997-04-03,120.4326,75.2728,95.3638,70.3836,77.0769,76.3774,59.3452,55.4704,30.4661,80.2832,67.012,82.2654,61.5075,,,,,,,,,,,,,,,90.5218
1997-04-04,120.4241,75.1187,95.1677,70.3937,77.0259,76.1704,59.37,55.4782,30.1331,80.2532,67.1199,81.9983,61.5062,,,,,,,,,,,,,,,90.501
1997-04-05,120.4726,75.127,95.189,70.4029,77.062,76.2146,59.3941,55.5014,30.1389,80.2718,67.1295,82.0062,61.5023,,,,,,,,,,,,,,,90.5139
1997-04-06,120.5211,75.1353,95.2102,70.4121,77.0981,76.2589,59.4183,55.5246,30.1446,80.2905,67.1391,82.0141,61.4984,,,,,,,,,,,,,,,90.5269
1997-04-07,120.5696,75.1868,95.3,70.4231,77.7392,76.1363,59.4438,55.5478,29.762,79.7896,65.4974,80.4386,61.4865,,,,,,,,,,,,,,,90.3334
1997-04-08,120.6067,75.2981,95.2755,70.4323,77.9828,76.0972,59.468,55.5711,29.6674,79.4999,65.3999,80.3856,61.4826,,,,,,,,,,,,,,,90.2078
1997-04-09,120.6324,75.2901,94.9891,70.4424,78.0095,76.1414,59.4928,55.6253,29.5933,79.5132,65.2583,79.9974,61.4787,,,,,,,,,,,,,,,90.1527
1997-04-10,120.6696,75.109,94.8401,70.4516,77.76,76.1856,59.517,55.6641,29.694,79.5705,65.4898,80.0791,61.4774,,,,,,,,,,,,,,,90.2693
1997-04-11,120.6611,74.8215,94.816,70.4575,77.7228,76.1466,59.5383,55.6408,29.6938,79.6343,65.5394,79.8681,61.4735,,,,,,,,,,,,,,,90.2432
1997-04-12,120.7097,74.8298,94.8371,70.4667,77.7593,76.1908,59.5625,55.6641,29.6995,79.6528,65.5487,79.8758,61.4696,,,,,,,,,,,,,,,90.2561
1997-04-13,120.7583,74.838,94.8583,70.476,77.7957,76.235,59.5867,55.6874,29.7052,79.6714,65.5581,79.8835,61.4656,,,,,,,,,,,,,,,90.269
1997-04-14,120.7157,74.7767,95.0836,70.4886,78.0292,76.2793,59.6137,55.7262,29.6638,79.5761,65.5407,79.9741,61.4564,,,,,,,,,,,,,,,90.3208
1997-04-15,120.7301,74.9458,95.1446,70.5013,78.2539,76.2404,59.6408,55.8009,29.6707,79.7279,65.4253,79.4767,61.4525,,,,,,,,,,,,,,,90.4074
1997-04-16,120.6876,74.7665,95.2626,70.5148,78.1716,76.2015,59.6686,55.843,29.8025,79.5848,65.4925,79.6927,61.4486,,,,,,,,,,,,,,,90.3564
1997-04-17,120.7362,74.8282,95.261,70.5283,78.3024,76.1629,59.6965,55.8742,29.768,79.9365,65.4574,79.7991,61.4394,,,,,,,,,,,,,,,90.3748
1997-04-18,120.6938,74.7937,95.551,70.5375,78.4585,76.2071,59.7207,55.9288,29.7725,80.0725,65.9374,80.1913,61.4197,,,,,,,,,,,,,,,90.3877
1997-04-19,120.7423,74.8019,95.5723,70.5468,78.4953,76.2513,59.745,55.9522,29.7782,80.0912,65.9468,80.199,61.4158,,,,,,,,,,,,,,,90.4006
1997-04-20,120.7909,74.8102,95.5936,70.556,78.5321,76.2955,59.7692,55.9756,29.7839,80.1098,65.9562,80.2068,61.4119,,,,,,,,,,,,,,,90.4135
1997-04-21,120.7713,74.8881,95.5748,70.5679,78.529,76.3398,59.7957,56.0303,29.8952,80.3001,66.4755,80.688,61.4079,,,,,,,,,,,,,,,90.4644
1997-04-22,120.763,74.9446,95.4072,70.5763,78.6557,76.3841,59.8192,56.0381,29.7445,80.4174,66.2018,80.258,61.4093,,,,,,,,,,,,,,,90.4762
1997-04-23,120.8003,75.0712,95.2915,70.5881,78.6076,76.4284,59.8457,56.1086,29.7679,79.7728,65.9484,80.2584,61.4054,,,,,,,,,,,,,,,90.4924
1997-04-24,120.8716,75.1711,95.4269,70.5956,78.915,76.3897,59.8685,56.1164,29.7735,79.9393,65.8992,80.0622,61.3962,,,,,,,,,,,,,,,90.5031
1997-04-25,120.9089,74.9265,95.3853,70.6092,78.5766,76.4341,59.8965,56.121,29.7875,79.7996,65.6841,79.7375,61.3923,,,,,,,,,,,,,,,90.4868
1997-04-26,120.9576,74.9347,95.4066,70.6184,78.6134,76.4784,59.9208,56.1445,29.7932,79.8182,65.6935,79.7452,61.3884,,,,,,,,,,,,,,,90.4997
1997-04-27,121.0063,74.943,95.4279,70.6277,78.6502,76.5228,59.9451,56.168,29.7989,79.8368,65.7029,79.7529,61.3844,,,,,,,,,,,,,,,90.5126
1997-04-28,121.055,74.8602,95.3807,70.6318,78.3542,76.5672,59.9651,56.2103,29.688,79.8709,65.6095,79.6522,61.4069,,,,,,,,,,,,,,,90.415
1997-04-29,121.0923,74.9059,95.288,70.6411,77.6896,76.5285,59.9895,56.2339,29.6515,80.2779,65.7575,79.7946,61.3792,,,,,,,,,,,,,,,90.3933
1997-04-30,121.0613,74.9303,95.1729,70.6538,78.1072,76.4899,60.0167,56.2417,29.6209,79.8692,65.4723,79.5198,61.3753,,,,,,,,,,,,,,,90.376
1997-05-01,121.0805,75.1716,95.3413,70.6557,78.2552,76.442,60.0223,56.2306,29.7696,79.9481,65.7979,80.0335,61.3658,,,,,,,,,,,,,,,90.4593
1997-05-02,121.0428,75.7691,95.4589,70.6576,78.5523,76.4768,60.0278,56.251,29.6588,79.6722,65.5114,79.6263,61.3563,,,,,,,,,,,,,,,90.5427
1997-05-03,121.062,75.7738,95.4682,70.6595,78.5774,76.5117,60.0333,56.24,29.6573,79.6823,65.5065,79.6359,61.3468,,,,,,,,,,,,,,,90.5567
1997-05-04,121.0812,75.7785,95.4775,70.6614,78.6025,76.5466,60.0388,56.2289,29.6558,79.6924,65.5016,79.6455,61.3373,,,,,,,,,,,,,,,90.5708
1997-05-05,121.0663,75.8162,95.5839,70.6615,78.7521,76.4987,60.0429,56.155,29.6496,79.8407,65.3192,79.5182,61.3226,,,,,,,,,,,,,,,90.548
1997-05-06,121.0628,75.9914,95.5703,70.6668,79.0073,76.5336,60.0513,56.05,29.966,80.6192,65.8585,79.8916,61.3473,,,,,,,,,,,,,,,90.6359
1997-05-07,121.0479,75.8586,95.5339,70.673,78.6681,76.4858,60.0605,55.989,30.1001,80.6241,66.0883,80.1168,61.3089,,,,,,,,,,,,,,,90.6902
1997-05-08,121.0671,75.7591,95.5661,70.6783,78.5592,76.4381,60.0689,55.9936,30.3538,79.8555,66.8347,80.6553,61.2994,,,,,,,,,,,,,,,90.7783
1997-05-09,120.9614,75.4312,95.6211,70.6828,78.818,76.3906,60.0766,56.0091,30.8748,79.8022,67.494,81.2965,61.2794,,,,,,,,,,,,,,,91.0053
1997-05-10,120.9806,75.4359,95.6304,70.6846,78.8432,76.4254,60.0821,55.9981,30.8732,79.8123,67.489,81.3063,61.2699,,,,,,,,,,,,,,,91.0195
1997-05-11,120.9998,75.4406,95.6397,70.6865,78.8684,76.4603,60.0876,55.9871,30.8716,79.8224,67.4839,81.3161,61.2604,,,,,,,,,,,,,,,91.0336
1997-05-12,120.9282,75.4128,95.6949,70.6893,78.6747,76.4952,60.0939,55.984,31.705,80.0984,67.1357,80.9967,61.2536,,,,,,,,,,,,,,,91.2244
1997-05-13,120.9021,75.5588,95.4983,70.6929,78.9039,76.3654,60.1009,55.973,31.5688,80.4588,67.0793,81.2278,61.2441,,,,,,,,,,,,,,,91.2056
1997-05-14,120.8986,75.6399,95.4164,70.6973,79.0792,76.3182,60.1086,55.9698,31.7473,80.8928,66.8973,81.1571,61.2346,,,,,,,,,,,,,,,91.3992
1997-05-15,120.9065,75.7266,95.5569,70.7026,78.9844,76.353,60.117,55.9822,32.3541,80.8977,67.1814,81.2464,61.2146,,,,,,,,,,,,,,,93.3276
1997-05-16,120.971,76.4995,95.5719,70.7071,79.1198,76.3878,60.1247,55.9712,32.5698,80.7648,67.8863,81.462,61.2314,,,,,,,,,,,,,,,91.4706
1997-05-17,120.9902,76.5043,95.5812,70.709,79.1451,76.4227,60.1302,55.9602,32.5682,80.7751,67.8812,81.4718,61.222,,,,,,,,,,,,,,,91.4848
1997-05-18,121.0094,76.509,95.5905,70.7109,79.1704,76.4576,60.1358,55.9492,32.5665,80.7853,67.8761,81.4816,61.2125,,,,,,,,,,,,,,,91.499
1997-05-19,120.9946,76.4357,95.5085,70.7085,79.1606,76.4925,60.1377,55.9695,32.3224,80.8498,67.4434,81.0072,61.1951,,,,,,,,,,,,,,,93.3098
1997-05-20,120.9232,76.3681,95.4836,70.7138,79.2361,76.5274,60.1461,55.9781,33.0373,81.2113,68.4982,81.5332,61.1883,,,,,,,,,,,,,,,94.4071
1997-05-21,120.8858,76.7418,95.4587,70.714,79.5337,76.4801,60.1502,55.9631,32.8707,81.3689,68.1779,81.5214,61.1788,,,,,,,,,,,,,,,93.7472
1997-05-22,120.7919,76.4724,95.5307,70.7142,79.5136,76.515,60.1543,55.9834,32.3885,80.6782,68.2791,81.6104,61.1484,,,,,,,,,,,,,,,92.0839
1997-05-23,120.687,76.3658,95.3976,70.7161,79.4229,76.5499,60.1598,56.0194,32.5384,80.4714,68.4243,81.7063,61.1415,,,,,,,,,,,,,,,92.2416
1997-05-24,120.7062,76.3706,95.4069,70.718,79.4483,76.5848,60.1653,56.0084,32.5367,80.4815,68.4192,81.7161,61.1321,,,,,,,,,,,,,,,92.2559
1997-05-25,120.7253,76.3753,95.4161,70.7199,79.4738,76.6198,60.1709,55.9974,32.5351,80.4917,68.4141,81.726,61.1226,,,,,,,,,,,,,,,92.2702
1997-05-26,120.5981,76.1887,95.4141,70.7261,79.2828,76.5725,60.1801,55.9082,32.2705,80.9811,68.7484,81.7169,61.1132,,,,,,,,,,,,,,,92.2903
1997-05-27,120.5385,76.0141,95.4461,70.7296,79.0131,76.5254,60.187,55.8387,32.1941,80.453,67.8924,81.2121,61.1037,,,,,,,,,,,,,,,91.7001
1997-05-28,120.5464,75.9143,95.5237,70.7247,79.2383,76.5603,60.1868,55.8706,32.516,80.9219,68.0024,81.2677,61.0942,,,,,,,,,,,,,,,91.8831
1997-05-29,120.4196,76.0236,95.5501,70.7266,79.2436,76.5133,60.1923,55.8597,32.3671,81.0065,68.2916,81.2523,61.0796,,,,,,,,,,,,,,,92.7959
1997-05-30,120.7422,76.0669,95.6108,70.731,79.2239,76.4664,60.2,55.8799,32.2099,80.8338,68.0355,80.8858,61.0701,,,,,,,,,,,,,,,95.8887
1997-05-31,120.7614,76.0717,95.6201,70.7329,79.2492,76.5013,60.2055,55.8689,32.2083,80.844,68.0304,80.8955,61.0607,,,,,,,,,,,,,,,95.9036
1997-06-01,120.7739,76.0715,95.6209,70.732,79.2666,76.529,60.1929,55.8819,32.2136,80.8436,68.0277,80.8905,61.0576,,,,,,,,,,,,,,,95.9034
1997-06-02,120.888,76.1929,95.5532,70.7345,79.2539,76.4749,60.1831,55.848,32.2258,80.69,67.2925,80.0915,61.0597,,,,,,,,,,,,,,,95.3301
1997-06-03,120.8215,76.3257,95.691,70.7318,79.3915,76.421,60.169,55.8765,32.3436,80.8479,67.0087,80.1038,61.0435,,,,,,,,,,,,,,,95.2511
