,RUB
2022-10-27,0.0162182863382362
2022-10-28,0.0162538456608127
2022-10-31,0.0161170224969727
2022-11-01,0.0161457782299084
2022-11-02,0.016200888324873
2022-11-03,0.0160742781155015
2022-11-04,0.0161633118524134
2022-11-07,0.0161974775679237
2022-11-08,0.0164568718301922
2022-11-09,0.0162927759030121
2022-11-10,0.0164631523162291
2022-11-11,0.0165120846297448
2022-11-14,0.0163441710965508
2022-11-15,0.0164919627436466
2022-11-16,0.0164911737551547
2022-11-17,0.016552617029119
2022-11-18,0.0165398639539159
2022-11-22,0.0163666099325268
2022-11-23,0.0164473671438971
2022-11-24,0.0164803280673082
2022-11-25,0.0165344163294884
2022-11-28,0.0162786374549819
2022-11-29,0.0163015632486823
2022-11-30,0.016335706599713
2022-12-01,0.0160759301216312
2022-12-02,0.0160068118269974
2022-12-05,0.0159887975880822
2022-12-06,0.0158563809074281
2022-12-07,0.016057810476751
2022-12-12,0.0159140864795471
2022-12-13,0.0159039403992782
2022-12-14,0.015467213019471
2022-12-15,0.0154791113173617
2022-12-16,0.015439988419224
2022-12-19,0.0145117050691244
2022-12-20,0.014156884953717
2022-12-21,0.0139092896488409
2022-12-22,0.0146088408869535
2022-12-23,0.0143739304506977
2022-12-26,0.0145412223297103
2022-12-27,0.0142816358988923
2022-12-28,0.013887193877551
2022-12-29,0.0135155617151261
2022-12-30,0.0136588112440731
2023-01-02,0.0139879483581251
2023-01-03,0.0137490132316662
2023-01-04,0.0136369304824806
2023-01-05,0.0137693640326366
2023-01-06,0.0137978967921896
2023-01-09,0.0143183796990393
2023-01-10,0.0143521232952655
2023-01-11,0.0144266840095201
2023-01-12,0.0146744211747803
2023-01-13,0.0144728085176808
2023-01-16,0.0145454555433589
2023-01-17,0.0145190366595429
2023-01-18,0.0144736666484327
2023-01-19,0.0143070121784719
2023-01-20,0.0146058108476424
2023-01-23,0.0144980691001789
2023-01-24,0.0144237912177161
2023-01-25,0.0144352429335783
2023-01-26,0.0143725232031081
2023-01-27,0.014336404288562
2023-01-30,0.0142601254288164
2023-01-31,0.0142060588235294
2023-02-01,0.0142778418495381
2023-02-02,0.0142447512928506
2023-02-03,0.0141641261567918
2023-02-06,0.0139487123896145
2023-02-07,0.0139275749261291
2023-02-08,0.0137632393995259
2023-02-09,0.0136929078387045
