,usd_por_unidad
2014-09-18,0.7888923606985863
2014-09-19,0.7895151982901922
2014-09-22,0.7873396226415095
2014-09-23,0.7882705463182897
2014-09-24,0.7889546318289786
2014-09-25,0.7875876068376069
2014-09-26,0.7847445851580069
2014-09-29,0.7844367843229842
2014-09-30,0.7838833926453144
2014-10-01,0.7852991715976332
2014-10-02,0.7861017169923031
2014-10-03,0.78033550295858
2014-10-06,0.7831466587817859
2014-10-07,0.7843752808988764
2014-10-08,0.782533845245127
2014-10-09,0.786658323494687
2014-10-10,0.7847445074415309
2014-10-14,0.7842522129116014
2014-10-15,0.7841292340375309
2014-10-16,0.7854843049327355
2014-10-17,0.7843752949504482
2014-10-20,0.7875876531573988
2014-10-21,0.7868440150801131
2014-10-22,0.7859782070915302
2014-10-23,0.7833307810107197
2014-10-24,0.7841907677814413
2014-10-27,0.7844368235294118
2014-10-28,0.7856693719124911
2014-10-29,0.7847446182802024
2014-10-30,0.7826563529411765
2014-10-31,0.7783918823529411
2014-11-03,0.7744133756464504
2014-11-04,0.7757349553361543
2014-11-05,0.7730962623413259
2014-11-07,0.7740537015276145
2014-11-10,0.7743533905276766
2014-11-11,0.7742334900117509
2014-11-12,0.7752539365452409
2014-11-13,0.774293419506463
2014-11-14,0.7705347197744097
2014-11-17,0.770297344924812
2014-11-18,0.7713073308270677
2014-11-19,0.7661660793986377
2014-11-20,0.7689350481559784
2014-11-21,0.7696451385627056
2014-11-25,0.7680491610935117
2014-11-26,0.7705347882201103
2014-11-27,0.7697636640863242
2014-11-28,0.7668124120131394
2014-12-01,0.7662248007501171
2014-12-02,0.7628928571428573
2014-12-03,0.7624857176305315
2014-12-04,0.7621951105392444
2014-12-05,0.7559150403178684
2014-12-09,0.7601672123479888
2014-12-10,0.7627182785639106
2014-12-11,0.7608033918128655
2014-12-12,0.7617306747748801
2014-12-15,0.7612087475149105
2014-12-16,0.7666359490118114
2014-12-17,0.7648183838147585
2014-12-18,0.7611508771929824
2014-12-19,0.759416793357502
2014-12-22,0.7582076023391813
2014-12-23,0.7561436257309941
2014-12-24,0.755972173506372
2014-12-29,0.7556865060804491
2014-12-30,0.7566586364167934
2014-12-31,0.7549449187229563
2015-01-02,0.7516536528345997
2015-01-05,0.748727134680528
2015-01-06,0.7500750116658891
2015-01-07,0.7459346534653465
2015-01-08,0.7483909450651769
2015-01-09,0.7497938540332907
2015-01-12,0.7492319869631009
2015-01-13,0.7496251600139648
