,usd_por_unidad
2012-10-03,0.5579111205613437
2012-10-04,0.5562972800679983
2012-10-05,0.5548466765767679
2012-10-09,0.548335879482283
2012-10-10,0.5504485683987275
2012-10-11,0.5530362288135593
2012-10-12,0.5527304679229303
2012-10-15,0.5521201607785065
2012-10-16,0.5545389980976538
2012-10-17,0.5554321639898563
2012-10-18,0.5563900739176346
2012-10-19,0.5568239763613338
2012-10-22,0.5569479122733024
2012-10-23,0.5543851992409867
2012-10-24,0.5547234625105307
2012-10-25,0.5552779882154882
2012-10-26,0.5553703703703704
2012-10-29,0.5544160184990541
2012-10-30,0.5565450346420323
2012-10-31,0.557506924045321
2012-11-01,0.5591591194968554
2012-11-02,0.557693436779199
2012-11-05,0.5613247379454928
2012-11-07,0.5603496855345912
2012-11-08,0.56003581901969
2012-11-09,0.5549081205525325
2012-11-12,0.5554012539184953
2012-11-13,0.5536792807861175
2012-11-14,0.5538938792563192
2012-11-15,0.5552163120567376
2012-11-16,0.555555625
2012-11-19,0.555524661810614
2012-11-20,0.5569479925109215
2012-11-21,0.5547234219269104
2012-11-22,0.5562664316815259
2012-11-23,0.5575379825653799
2012-11-27,0.5581915422885572
2012-11-28,0.5586904761904762
2012-11-29,0.5594404885116953
2012-11-30,0.5595345183960314
2012-12-03,0.5601612969847171
2012-12-04,0.5602554157210645
2012-12-05,0.5597536590393732
2012-12-06,0.5580979827089337
2012-12-07,0.5587840838988278
2012-12-10,0.5588778531770512
2012-12-11,0.5610412900575185
2012-12-12,0.5631264367816092
2012-12-13,0.5611358227328683
2012-12-14,0.5625246002460025
2012-12-17,0.5603497133497133
2012-12-18,0.561829412967887
2012-12-19,0.5611041666666666
2012-12-20,0.5595657142857142
2012-12-21,0.5565139653414882
2012-12-26,0.5577244399185336
2012-12-27,0.5583783838795033
2012-12-28,0.5589090354090355
2012-12-31,0.5605380235868239
2013-01-02,0.5619240609137056
2013-01-03,0.5619872133143902
2013-01-04,0.5608209500609014
2013-01-07,0.5616083958629081
2013-01-08,0.5622084347120843
2013-01-09,0.5627461507293355
2013-01-10,0.5652911520550719
2013-01-11,0.5648759611493323
2013-01-14,0.5651634013330641
2013-01-15,0.5655469791877147
2013-01-16,0.5663797493936944
2013-01-17,0.570060404040404
2013-01-18,0.5680203999192083
2013-01-21,0.5669899152884227
2013-01-22,0.5648759330240065
2013-01-23,0.565195205479452
2013-01-24,0.5647803747733227
2013-01-25,0.5655788519637462
2013-01-28,0.5637614162140414
2013-01-29,0.5655787781350482
2013-01-30,0.5655468059461631
2013-02-01,0.5726720160481443
2013-02-04,0.5675368252056994
2013-02-05,0.5676336276083468
2013-02-06,0.5658349709244035
2013-02-07,0.5634754754754755
2013-02-08,0.5646208967173738
2013-02-13,0.5671506794564349
2013-02-14,0.5651312949640288
2013-02-15,0.5656108561165436
2013-02-18,0.5659309040223018
2013-02-19,0.5632216248506571
2013-02-21,0.5573203420163054
2013-02-22,0.5559570576540754
2013-02-25,0.5543851807707588
2013-02-26,0.5534646685192537
2013-02-27,0.5554321428571428
2013-02-28,0.5562972651605231
2013-03-01,0.5559879183996831
2013-03-04,0.5551545310645033
2013-03-05,0.5575068222266165
2013-03-06,0.556080814068366
2013-03-07,0.5564521034959511
2013-03-08,0.5538631786771964
2013-03-11,0.5558025615763547
2013-03-12,0.5546927924379677
2013-03-13,0.5517850393700787
2013-03-14,0.5524251720747296
2013-03-15,0.5533116653574235
2013-03-18,0.5516632653061224
2013-03-19,0.5484260204081632
2013-03-20,0.5501760549558391
2013-03-21,0.5500852439741328
2013-03-22,0.5509945205479452
2013-03-25,0.5485764268960125
2013-03-26,0.5509337890625
2013-03-27,0.5514199531433034
2013-04-03,0.5532502923976608
2013-04-04,0.55506213478769
2013-04-05,0.5574135177249707
2013-04-08,0.5601299435028249
2013-04-09,0.5612616313023165
2013-04-10,0.5590651750972763
2013-04-11,0.5599103636010111
2013-04-12,0.5591277918042338
2013-04-15,0.5584097437888198
2013-04-16,0.5590964112512123
2013-04-17,0.5558025601241273
2013-04-18,0.5564210118239968
2013-04-19,0.5559262199845082
2013-04-22,0.5542314689374879
2013-04-23,0.5544466357308585
2013-04-24,0.5544465700483092
2013-04-25,0.5561735936593852
2013-04-26,0.5564521050598686
2013-04-29,0.5569789575289575
2013-04-30,0.5575068440331598
2013-05-02,0.5576622376275756
2013-05-03,0.5574756683977689
2013-05-06,0.5564831029185867
2013-05-07,0.5570719769673704
2013-05-08,0.5586591868047563
2013-05-09,0.5575378280022985
2013-05-10,0.5549389940715241
2013-05-13,0.5517850181540226
2013-05-14,0.5508124164278893
2013-05-15,0.5480953563921269
2013-05-16,0.5443953755016243
2013-05-17,0.5433601986249046
2013-05-20,0.5433306005719734
2013-05-21,0.5432715320121951
2013-05-22,0.5411549000951474
2013-05-23,0.5419173475204256
2013-05-24,0.5413013672616788
2013-05-27,0.5416237191650854
2013-05-28,0.5381842504743833
2013-05-29,0.5363079984836998
2013-05-30,0.5337604166666666
2013-05-31,0.5335609386828161
2013-06-03,0.5308418763003594
2013-06-04,0.531519001701645
2013-06-05,0.5292965412965414
2013-06-06,0.5287089228447462
2013-06-07,0.5334756603773585
2013-06-10,0.5263711592836947
2013-06-11,0.5290446327683616
2013-06-12,0.5321980067694623
2013-06-13,0.5369416181715788
2013-06-14,0.5381842401500938
2013-06-17,0.5341881206670415
2013-06-18,0.5299136865755476
2013-06-19,0.5296891007664984
2013-06-24,0.5124789257739649
2013-06-25,0.5163155538977993
2013-06-26,0.5158361266294227
2013-06-27,0.5209146364143575
2013-06-28,0.5183227542687454
2013-07-01,0.5198586270871985
2013-07-02,0.5168759733036707
2013-07-03,0.5135842904779548
2013-07-04,0.5147740144364242
2013-07-05,0.5078462250185048
2013-07-08,0.5131625369822486
2013-07-10,0.5111429891003141
2013-07-11,0.5109079165897767
2013-07-12,0.5114305197198673
2013-07-15,0.5170629950267084
2013-07-16,0.5201289788408464
2013-07-17,0.5241639705882353
2013-07-18,0.5199396330275229
2013-07-19,0.5215668253387038
2013-07-22,0.5226572056399926
2013-07-23,0.5258176492127425
2013-07-24,0.5195344070278184
2013-07-25,0.5183496350364963
2013-07-26,0.5191299033023171
2013-07-29,0.5196695177434031
2013-07-30,0.5198856571532449
2013-07-31,0.5162623069936422
2013-08-01,0.5137953184540012
2013-08-02,0.5190221214868541
2013-08-05,0.518134758195979
2013-08-06,0.5332764109985528
2013-08-07,0.5131625678119348
2013-08-08,0.5211862815884477
2013-08-09,0.5212405268856009
2013-08-12,0.5200479106628243
2013-08-13,0.5177590794678173
2013-08-14,0.5174644396551724
2013-08-15,0.5169829718587561
2013-08-16,0.514297442318011
2013-08-20,0.5131626452189455
2013-08-21,0.5068424058540068
2013-08-22,0.5029422871392947
2013-08-23,0.5015296941678521
2013-08-26,0.5009769176136364
2013-08-27,0.49169041290093923
2013-08-28,0.49140053097345127
2013-08-29,0.49299947005829364
2013-08-30,0.48966801833568413
2013-09-03,0.4853191564147627
2013-09-04,0.48728200631357416
2013-09-05,0.48344218283909457
2013-09-06,0.4888540606911069
2013-09-09,0.4936565568022441
2013-09-10,0.4961055672268908
2013-09-11,0.49711676280370565
2013-09-12,0.49346171328671334
2013-09-13,0.49297502183406117
2013-09-16,0.5001250872295883
2013-09-17,0.4993758272378962
2013-09-18,0.5048975830290384
2013-09-19,0.509164987843001
2013-09-20,0.5055611872938726
2013-09-23,0.5034993935193208
2013-09-24,0.5007761219892566
2013-09-25,0.49771044879570264
2013-09-26,0.4946332987551867
2013-09-27,0.49183557858376514
2013-09-30,0.49492698083894354
2013-10-01,0.4975124137931034
2013-10-02,0.5014039290022403
2013-10-03,0.49927598072952506
2013-10-04,0.5025883364871839
2013-10-07,0.5018568974403024
2013-10-08,0.502664204740639
2013-10-09,0.5037276318049115
2013-10-10,0.5060729113055412
2013-10-11,0.5052290809327846
2013-10-15,0.5039306269270297
2013-10-16,0.5068166409861325
2013-10-17,0.5089576140830627
2013-10-18,0.5080268192688759
2013-10-21,0.5052546912316616
2013-10-22,0.5083883677298311
2013-10-23,0.5067909276944066
2013-10-24,0.505612265758092
2013-10-25,0.5041085626911315
2013-10-28,0.5041084521384928
2013-10-29,0.5022600950118765
2013-10-30,0.5034232266802099
2013-10-31,0.5014793640054127
2013-11-01,0.5565759568369584
2013-11-04,0.49610550227158
2013-11-05,0.4922471872376154
2013-11-07,0.49265932032301485
2013-11-08,0.49106270959087855
2013-11-11,0.48899748869914617
2013-11-12,0.4864523092369478
2013-11-13,0.4879715576376108
2013-11-14,0.4909903155785607
2013-11-15,0.49241684737281066
2013-11-18,0.49485359760159897
2013-11-19,0.49748766352045043
2013-11-20,0.4981816076744955
2013-11-21,0.4956629806898828
2013-11-22,0.49838030253206184
2013-11-26,0.49694372436423295
2013-11-27,0.4944620294599018
2013-11-28,0.4965736206333659
2013-11-29,0.4947800032567986
2013-12-02,0.4904124715816824
2013-12-03,0.48866305227383067
2013-12-04,0.4883528557599225
2013-12-05,0.4908217153870864
2013-12-06,0.4940954822172381
2013-12-09,0.49159369499119865
2013-12-10,0.49346168582375477
2013-12-11,0.4899799267165843
2013-12-12,0.488878025477707
2013-12-13,0.49019605660677373
2013-12-16,0.4934859857482185
2013-12-17,0.49091803537586864
2013-12-18,0.48768595170899964
2013-12-19,0.48199734250429893
2013-12-20,0.4790189912826899
2013-12-23,0.47719037267080744
2013-12-26,0.47007940676656884
2013-12-27,0.4643819134185796
2013-12-30,0.47149792976537347
2013-12-31,0.4651186934519246
2014-01-02,0.46055355233002293
2014-01-03,0.4590524790236461
2014-01-06,0.4595587566338135
2014-01-07,0.46142482570475907
2014-01-08,0.45816911430734286
2014-01-09,0.45844219740416536
2014-01-10,0.4616805222088836
2014-01-13,0.4580431665421957
2014-01-14,0.457393740685544
2014-01-15,0.4572056254626203
2014-01-16,0.45300118098612346
2014-01-17,0.4487725467117846
2014-01-20,0.4466080586080586
2014-01-21,0.4431053013798112
2014-01-22,0.4423995798319328
2014-01-23,0.4355401290322581
2014-01-24,0.42984875
2014-01-27,0.43599575530586765
2014-01-28,0.4418717852684145
2014-01-29,0.44555340412242345
2014-01-30,0.44369507174048656
2014-01-31,0.44208664169787765
2014-02-03,0.4399665209244222
2014-02-04,0.44692742942792907
2014-02-05,0.4462692405063291
2014-02-06,0.4529395939086294
2014-02-07,0.45095829081632655
2014-02-10,0.4518140664961637
2014-02-11,0.4556431498079386
2014-02-12,0.4572055092889174
2014-02-13,0.4567044404517454
2014-02-14,0.4580012884937508
2014-02-17,0.45955876288659797
2014-02-18,0.45949543055734327
2014-02-19,0.45339133787430924
2014-02-20,0.45438024564994883
2014-02-21,0.45979120458891015
2014-02-24,0.4599181413112667
2014-02-25,0.4527140678612276
2014-02-26,0.44525580510087553
2014-02-27,0.45099898438491814
2014-02-28,0.45435953771907545
2014-03-05,0.4535558375634518
2014-03-06,0.45812717570829625
2014-03-07,0.45392647245897466
2014-03-10,0.45055196539880427
2014-03-11,0.4462890724269377
2014-03-12,0.4472871651644027
2014-03-13,0.447667638483965
2014-03-14,0.4508769620253164
2014-03-17,0.4507347222222222
2014-03-18,0.45097863247863246
2014-03-19,0.4490749402741104
2014-03-20,0.44939786566227247
2014-03-21,0.4477478053674442
2014-03-25,0.45081599000624606
2014-03-26,0.4566417947756531
2014-03-27,0.45680875
2014-03-28,0.4568712982631513
2014-03-31,0.46715871032241935
2014-04-01,0.467595601099725
2014-04-03,0.468471875
2014-04-04,0.4735745
2014-04-07,0.4735073115860518
2014-04-08,0.4776689163854519
2014-04-09,0.4727685
2014-04-10,0.475646875
2014-04-11,0.4727685
2014-04-14,0.4717426571678541
2014-04-15,0.467180625
2014-04-16,0.4684938132733409
2014-04-21,0.4686475
2014-04-22,0.46689701287339086
2014-04-23,0.465311
2014-04-24,0.4684279465066867
2014-04-25,0.4686035
2014-04-28,0.46994688163979503
2014-04-29,0.4715868532866783
2014-04-30,0.4724558860284928
2014-05-05,0.47616785401824774
2014-05-06,0.47830875
2014-05-07,0.4801228596425447
2014-05-08,0.48234616345913517
2014-05-09,0.4814868207370393
2014-05-12,0.4811393084508801
2014-05-13,0.48360578481486094
2014-05-14,0.4830684420109507
2014-05-15,0.4764854730568661
2014-05-16,0.4767807300720139
2014-05-19,0.4774408588804766
2014-05-20,0.4731264267990074
2014-05-21,0.4761451252790871
2014-05-22,0.48035359047500925
2014-05-23,0.4802382192460317
2014-05-26,0.4798003967270022
2014-05-27,0.4751722215338868
2014-05-28,0.47616782264057467
2014-05-29,0.4795702786377709
2014-05-30,0.477144801980198
2014-06-02,0.47501422387136666
2014-06-03,0.4714534898085237
2014-06-04,0.4718984702689366
2014-06-05,0.47682619926199254
2014-06-06,0.48123198031980313
2014-06-09,0.4792714637146371
2014-06-10,0.48053825338253375
2014-06-11,0.4742707590109485
2014-06-12,0.47276848320826675
2014-06-13,0.47127576875768756
2014-06-16,0.46696235699348015
2014-06-17,0.46500811907983763
2014-06-18,0.467880073800738
2014-06-19,0.4663091020910209
2014-06-23,0.46774870848708483
2014-06-24,0.46678806888068874
2014-06-25,0.46871335464830305
2014-06-26,0.47016785538612893
2014-06-27,0.4705660354156419
2014-06-30,0.47216586745358424
2014-07-01,0.4698585125998771
2014-07-02,0.4691091177193414
2014-07-03,0.46992479724748093
2014-07-04,0.46873531580240846
2014-07-07,0.46979238329238326
2014-07-08,0.47078767039174746
2014-07-10,0.4710759882150748
2014-07-11,0.47196528033370144
2014-07-14,0.4724558282208589
2014-07-15,0.4709206134969325
2014-07-16,0.47198749080206037
2014-07-17,0.4697923001471309
2014-07-18,0.47085416666666663
2014-07-21,0.47198749999999995
2014-07-22,0.474856355620867
2014-07-23,0.4781028277634961
2014-07-24,0.478400244648318
2014-07-25,0.4778286867204695
2014-07-28,0.47625855327468236
2014-07-29,0.4738214111328125
2014-07-30,0.46761748567247896
2014-07-31,0.46711506148788506
2014-08-01,0.46899915007285087
2014-08-04,0.46902118644067803
2014-08-05,0.4648352685050798
2014-08-06,0.4627486999637199
2014-08-07,0.46210726810980773
2014-08-08,0.4657011244105912
2014-08-11,0.46482660217654176
2014-08-12,0.4615313104448743
2014-08-13,0.4642525081590717
2014-08-14,0.46487845837863967
2014-08-15,0.4615527110252385
2014-08-19,0.46212853005068794
2014-08-20,0.4592843926468821
2014-08-21,0.46053234067897564
2014-08-22,0.45985472932778115
2014-08-25,0.4591789411064843
2014-08-26,0.46121211039733523
2014-08-27,0.4640371384359005
2014-08-28,0.46257751338489
2014-08-29,0.4630272586596834
2014-09-01,0.4630701796122279
2014-09-02,0.46044750921412436
2014-09-03,0.4636498632742837
2014-09-04,0.46225675514819664
2014-09-05,0.46347795603089725
2014-09-08,0.4605748125223188
2014-09-09,0.4548348809523809
2014-09-10,0.4556016666666666
2014-09-11,0.454855612427092
2014-09-12,0.4521204475124971
2014-09-15,0.4519978576529398
2014-09-16,0.4541532785909794
2014-09-17,0.4519978614708329
2014-09-18,0.44905477010811456
2014-09-19,0.4475274281643315
2014-09-22,0.4454739527708556
2014-09-23,0.4468674584323041
2014-09-24,0.4472072446555819
2014-09-25,0.44210624406457744
