,SEK
2006-04-28,0.1359452099737532
2006-05-02,0.1352045977011494
2006-05-03,0.1358346482577251
2006-05-04,0.1361210128247287
2006-05-05,0.1367221308780006
2006-05-08,0.1363865131578947
2006-05-09,0.1369151594870108
2006-05-10,0.1371572368421052
2006-05-11,0.1373117996044825
2006-05-12,0.1378662714097496
2006-05-15,0.1365485037816508
2006-05-16,0.1365969756738987
2006-05-17,0.135373031496063
2006-05-18,0.137003274394237
2006-05-19,0.136595222513089
2006-05-22,0.1378017578125
2006-05-23,0.1378701171875
2006-05-24,0.1369561972744971
2006-05-26,0.1360229922279792
2006-05-29,0.1368813779655508
2006-05-30,0.1390068005181347
2006-05-31,0.1387578606158833
2006-06-01,0.1384678571428571
2006-06-02,0.140297823968821
2006-06-05,0.1412568181818181
2006-06-06,0.1392293220888744
2006-06-07,0.1390801427644386
2006-06-08,0.1367632176451508
2006-06-09,0.1369714471122647
2006-06-12,0.136544952937358
2006-06-13,0.1352374310736295
2006-06-14,0.1360246833387463
2006-06-15,0.1361191558441558
2006-06-16,0.1360915881779798
2006-06-20,0.1365448343079922
2006-06-21,0.1376539837398374
2006-06-22,0.1363476283300844
2006-06-23,0.1356374553716326
2006-06-26,0.136898250162022
2006-06-27,0.1359174757281553
2006-06-28,0.1360229922279792
2006-06-29,0.1358733808290155
2006-06-30,0.1388425145819831
2006-07-03,0.1394583468395462
2006-07-04,0.1394583468395462
2006-07-05,0.1386310333657272
2006-07-06,0.1394115359688917
2006-07-07,0.1403626053143227
2006-07-10,0.1387673363577446
2006-07-11,0.1392331387808041
2006-07-12,0.1383259811871553
2006-07-13,0.1380528534370946
2006-07-14,0.1374949724294518
2006-07-17,0.1357553536664503
2006-07-18,0.1348945489941596
2006-07-19,0.1365261448522247
2006-07-20,0.13705029201817
2006-07-21,0.1372005191434133
2006-07-24,0.1364012987012987
2006-07-25,0.1359249512670565
2006-07-26,0.1371554977228367
2006-07-27,0.1377390315242119
2006-07-28,0.1381959701007475
2006-07-31,0.1387962239583333
2006-08-01,0.1392233800065125
2006-08-02,0.1393904265711494
2006-08-03,0.1390954397394136
2006-08-04,0.1401169762137504
2006-08-07,0.1398268229166666
2006-08-08,0.1398170572916666
2006-08-09,0.1405125448028673
2006-08-10,0.1388559791463017
2006-08-11,0.1385099316183653
2006-08-14,0.138069918699187
2006-08-15,0.1389256493506493
2006-08-16,0.1397957059206246
2006-08-17,0.1396844155844155
2006-08-18,0.1392855288773523
2006-08-22,0.1372005191434133
2006-08-23,0.1391130913804277
2006-08-24,0.1388713961775186
2006-08-25,0.1381254851228978
2006-08-28,0.1382360348724572
2006-08-29,0.1386539579967689
2006-08-30,0.1388501775912173
2006-08-31,0.1378931223764934
2006-09-01,0.1377428940568475
2006-09-04,0.1377430510665804
2006-09-05,0.1377788896061975
2006-09-06,0.1374041250402836
2006-09-07,0.1363959341723136
2006-09-08,0.1359693647210577
2006-09-11,0.1369113760876571
2006-09-12,0.1370463469584808
2006-09-13,0.1373022881082823
2006-09-14,0.1380909677419355
2006-09-15,0.1375041962556488
2006-09-18,0.1379596513879922
2006-09-19,0.1378094930577978
2006-09-20,0.137703034215623
2006-09-21,0.1383488222007099
2006-09-22,0.1381271377863827
2006-09-25,0.136958064516129
2006-09-26,0.1363010960670535
2006-09-27,0.1366737588652482
2006-09-28,0.1372815721649484
2006-09-29,0.1365692654639175
2006-10-02,0.1366268127618433
2006-10-03,0.1365747422680412
2006-10-04,0.136165539452496
2006-10-05,0.1369207729468599
2006-10-06,0.1357073406310367
2006-10-09,0.1357073406310367
2006-10-10,0.1352703572578049
2006-10-11,0.1354938828074694
2006-10-12,0.1355547680412371
2006-10-13,0.1350164357073799
2006-10-17,0.1355012903225806
2006-10-18,0.1354205758654157
2006-10-19,0.1367147944318549
2006-10-20,0.1367744336569579
2006-10-23,0.1363644012944984
2006-10-24,0.1367634304207119
2006-10-25,0.136537342386033
2006-10-26,0.1376273875040466
2006-10-27,0.1382378797672915
2006-10-30,0.1380319974143503
2006-10-31,0.1386154095176432
2006-11-01,0.138788791707159
2006-11-02,0.1389565358417126
2006-11-03,0.1386847226727213
2006-11-07,0.1401738706532336
2006-11-08,0.1399657869012708
2006-11-09,0.1412428292046936
2006-11-10,0.1414846805736636
2006-11-13,0.1408013654096229
2006-11-14,0.141390625
2006-11-15,0.1412509778357236
2006-11-16,0.1414226132290648
2006-11-17,0.1412869225764476
2006-11-20,0.1409164499349804
2006-11-21,0.1407321428571428
2006-11-22,0.1424419134396355
2006-11-23,0.1424418756105503
2006-11-24,0.1446780487804878
2006-11-27,0.1451526965562053
2006-11-28,0.1448814165042235
2006-11-29,0.1447364996746909
2006-11-30,0.1463230117340286
2006-12-01,0.1478305029392554
2006-12-04,0.1476754901960784
2006-12-05,0.1473685761047463
2006-12-06,0.1467998037291462
2006-12-07,0.146985284499673
2006-12-11,0.146087908496732
2006-12-12,0.1468644400785854
2006-12-13,0.1460196335078534
2006-12-14,0.1454483322432962
2006-12-15,0.1445544651619234
2006-12-18,0.14450441609421
2006-12-19,0.14648790058862
2006-12-20,0.1462631061598951
2006-12-21,0.1467673884514435
2006-12-22,0.1457578431372549
2006-12-26,0.1453954397394136
2006-12-27,0.1451970091027308
2006-12-28,0.1455751953125
2006-12-29,0.1460983017635532
2007-01-02,0.1473427076520601
2007-01-03,0.1457724746649231
2007-01-04,0.1441793619791666
2007-01-05,0.1434535412605588
2007-01-08,0.1431270305393112
2007-01-09,0.1424664288031138
2007-01-10,0.1416812723141837
2007-01-11,0.1410516233766234
2007-01-12,0.1425069782538137
2007-01-15,0.142506982786619
2007-01-16,0.1426107142857142
2007-01-17,0.142506982786619
2007-01-18,0.1420837118754055
2007-01-19,0.1425456902138691
2007-01-22,0.1421182170542635
2007-01-23,0.143453518398967
2007-01-24,0.1428246124031007
2007-01-25,0.1429470626210458
2007-01-26,0.1419104958145524
2007-01-29,0.1431045688545688
2007-01-30,0.1435111039588026
2007-01-31,0.1436781461216607
2007-02-01,0.1440070899129874
2007-02-02,0.1431026137463698
2007-02-05,0.1417031904608443
2007-02-06,0.1420373952288846
2007-02-07,0.1427878787878788
2007-02-08,0.1435607085346215
2007-02-09,0.1429040566645202
2007-02-12,0.1418843427835051
2007-02-13,0.1423001289490651
2007-02-14,0.1437482246610716
2007-02-15,0.1420574193548387
2007-02-16,0.1421768115942029
2007-02-19,0.1421766032871414
2007-02-20,0.1417255154639175
2007-02-21,0.1411770766258853
2007-02-22,0.1410815077319587
2007-02-23,0.1418057345360824
2007-02-26,0.1420132130196583
2007-02-27,0.1434595291841341
2007-02-28,0.1427532258064516
2007-03-01,0.1418440426218921
2007-03-02,0.1490667747163695
2007-03-05,0.1406331399097356
2007-03-06,0.1416812761843377
2007-03-07,0.1420090206185567
2007-03-08,0.1413768115942029
2007-03-09,0.141033805537669
2007-03-12,0.1419465033838221
2007-03-13,0.1423711705901322
2007-03-14,0.1425109748224661
2007-03-15,0.1429470626210458
2007-03-16,0.1436762334730732
2007-03-19,0.1430145161290322
2007-03-20,0.1432194256211681
2007-03-21,0.1431045161290322
2007-03-22,0.1433320425943852
2007-03-23,0.1430225660863958
2007-03-26,0.1434226804123711
2007-03-27,0.1432192530585962
2007-03-28,0.1427164948453608
2007-03-29,0.1431250805931657
2007-03-30,0.1431822580645161
2007-04-03,0.1426817155756207
2007-04-04,0.1438351612903225
2007-04-09,0.1439118501775912
2007-04-10,0.1448707175177763
2007-04-11,0.1447136848916208
2007-04-12,0.1455286871961102
2007-04-13,0.145893851132686
2007-04-16,0.1470025915127956
2007-04-17,0.1474622121310412
2007-04-18,0.1474492706645056
2007-04-19,0.1477759067357513
2007-04-20,0.1480165155440414
2007-04-23,0.147736620175154
2007-04-24,0.1481897502432695
2007-04-25,0.1486636422553467
2007-04-26,0.1487075777202072
2007-04-27,0.1493294498381877
2007-04-30,0.1495216828478964
2007-05-02,0.1490667747163695
2007-05-03,0.1480888456549935
2007-05-04,0.1483480376256892
2007-05-07,0.1484363636363636
2007-05-08,0.1474730519480519
2007-05-09,0.1471604417018512
2007-05-10,0.1460791950665368
2007-05-11,0.1466126623376623
2007-05-14,0.1470113710201429
2007-05-15,0.1480471391417425
2007-05-16,0.1467998050048748
2007-05-17,0.1463593495934959
2007-05-18,0.1465932423651722
2007-05-21,0.1458214634146341
2007-05-22,0.1466081871345029
2007-05-23,0.1462072656503405
2007-05-24,0.1462545395590142
2007-05-28,0.1462542977619202
2007-05-29,0.1453677377474845
2007-05-30,0.1441295454545454
2007-05-31,0.1446132596685083
2007-06-01,0.1441317501626545
2007-06-04,0.1446800130208333
2007-06-05,0.1449736756581085
2007-06-06,0.1447493498049414
2007-06-07,0.1440568735781605
2007-06-08,0.1430513654096228
2007-06-11,0.1429082926829268
2007-06-12,0.1418057905009759
2007-06-13,0.1414407937540663
2007-06-14,0.1412630208333333
2007-06-15,0.1422131946701332
2007-06-19,0.1425842550422902
2007-06-20,0.1450367002273465
2007-06-21,0.1451904607397793
2007-06-22,0.1457300454250486
2007-06-25,0.1455518806744487
2007-06-26,0.145139896373057
2007-06-27,0.1453701067615658
2007-06-28,0.1457640776699029
2007-06-29,0.1462544455221467
2007-07-02,0.147208346813329
2007-07-03,0.147920090585571
2007-07-04,0.1479201164294954
2007-07-05,0.1485639703512729
2007-07-06,0.148561996779388
2007-07-10,0.1494321624234611
2007-07-11,0.1494321186713963
2007-07-12,0.1506274193548387
2007-07-13,0.1503870967741935
2007-07-16,0.1505569171235085
2007-07-17,0.1504801676878426
2007-07-18,0.1504461984536082
2007-07-19,0.1506024484536082
2007-07-20,0.1507089743589743
2007-07-23,0.1503624440179142
2007-07-24,0.1501860759493671
2007-07-25,0.1487364779874213
2007-07-26,0.1486303377947737
2007-07-27,0.148348300192431
2007-07-30,0.1488249039692701
2007-07-31,0.1486702979814162
2007-08-01,0.1478282796042132
2007-08-02,0.1486370299553855
2007-08-03,0.1492917197452229
2007-08-06,0.1495662420382165
2007-08-07,0.1487055078000636
2007-08-08,0.1492001276731567
2007-08-09,0.1478285077951002
2007-08-10,0.1477912960609911
2007-08-13,0.1462865776081424
2007-08-14,0.1454480457578646
2007-08-15,0.1438889593908629
2007-08-16,0.1426715189873417
2007-08-17,0.1449274397972116
2007-08-21,0.1434639240506329
2007-08-22,0.1443645833333333
2007-08-23,0.1447806796727501
2007-08-24,0.1462031545741325
2007-08-27,0.1456580441640378
2007-08-28,0.1454102402022755
2007-08-29,0.1457216429699842
2007-08-30,0.1454629512349588
2007-08-31,0.1452053231939163
2007-09-03,0.1452052498418722
2007-09-04,0.1448078988941548
2007-09-05,0.1455094816687737
2007-09-06,0.1465224399494311
2007-09-07,0.1472103099304237
2007-09-10,0.1476581196581196
2007-09-11,0.1481877979027645
2007-09-12,0.1500015938795027
2007-09-13,0.1501434046630469
2007-09-14,0.1496110934013388
2007-09-17,0.1493674641148325
2007-09-18,0.1497656249999999
2007-09-19,0.151450974129671
2007-09-20,0.1529987253027405
2007-09-21,0.1532403815580286
2007-09-24,0.153720826709062
2007-09-25,0.1536949475691134
2007-09-26,0.1529520330368488
2007-09-27,0.1534473015873015
2007-09-28,0.1552698412698412
2007-10-01,0.1552168942521435
2007-10-02,0.1536569250317661
2007-10-03,0.1537965725166614
2007-10-04,0.1535695721077654
2007-10-05,0.1546501901140684
2007-10-08,0.1546502057613168
2007-10-09,0.1536642428074613
2007-10-10,0.1546527249683143
2007-10-11,0.1558773764258555
2007-10-12,0.1557994931897371
2007-10-16,0.154825
2007-10-17,0.1549547611515343
2007-10-18,0.1558289057558507
2007-10-19,0.1555719253872905
2007-10-22,0.1538554749132218
2007-10-23,0.1549041916167664
2007-10-24,0.1543519974834853
2007-10-25,0.1555451399811261
2007-10-26,0.1564358246609902
2007-10-29,0.1565901171998732
2007-10-30,0.1569488564167725
2007-10-31,0.1572056015276893
2007-11-01,0.156147509578544
2007-11-02,0.1568798338127197
2007-11-05,0.1561327800829875
2007-11-07,0.1586545105566218
2007-11-08,0.158735143769968
2007-11-09,0.158080217321828
2007-11-12,0.1580801404853129
2007-11-13,0.1577585326953748
2007-11-14,0.1591445012787724
2007-11-15,0.1582602432778489
2007-11-16,0.1583505747126437
2007-11-19,0.1581453674121405
2007-11-20,0.1591749680715198
2007-11-21,0.1593294042688754
2007-11-22,0.1593295128939827
2007-11-23,0.1597979637289214
2007-11-26,0.1604056633789373
2007-11-27,0.1590457142857143
2007-11-28,0.1581076532232455
2007-11-29,0.1571858322744599
2007-11-30,0.1573068362480127
2007-12-03,0.1561035361580121
2007-12-04,0.1572203443877551
2007-12-05,0.1561574074074074
2007-12-06,0.1560280791320995
2007-12-07,0.1560793499043977
2007-12-10,0.1564429572976418
2007-12-11,0.1562720611659764
2007-12-12,0.155857916533928
2007-12-13,0.1548227243793762
2007-12-14,0.1540238701464035
2007-12-17,0.1522184713375796
2007-12-18,0.1524644564870896
2007-12-19,0.1517656449553001
2007-12-20,0.1518740433673469
2007-12-21,0.1515657433938236
2007-12-26,0.1536380407124682
2007-12-27,0.1547078437599238
2007-12-28,0.1558796443315338
2007-12-31,0.1545500158780565
2008-01-02,0.1561669316375198
2008-01-03,0.1574680038204393
2008-01-04,0.1576815286624203
2008-01-07,0.1565286989795918
2008-01-08,0.1569415335463259
2008-01-09,0.1556637903483541
2008-01-10,0.1574010866091403
2008-01-11,0.1576592071611253
2008-01-14,0.1585113165444692
2008-01-15,0.1579678446354664
2008-01-16,0.1552457088366179
2008-01-17,0.1558577777777778
2008-01-18,0.1550098350253807
2008-01-21,0.1550098163394553
2008-01-22,0.1550098194488438
2008-01-23,0.1531462951234959
2008-01-24,0.1557656200444021
2008-01-25,0.1550244444444444
2008-01-28,0.1562840368137099
2008-01-29,0.1563575507614213
2008-01-30,0.1570795310519645
2008-01-31,0.1568847371754274
2008-02-01,0.1573291058972733
2008-02-04,0.1581877770740975
2008-02-05,0.155289190897598
2008-02-06,0.1557970968759861
2008-02-07,0.1534449353108236
2008-02-08,0.1541091827074787
2008-02-11,0.1538699494949494
2008-02-12,0.1555041113219481
2008-02-13,0.1559356780735107
2008-02-14,0.1567667934093789
2008-02-15,0.157673961306692
2008-02-18,0.157673961306692
2008-02-19,0.1585440710209258
2008-02-20,0.1574306569343065
2008-02-21,0.1590609330371311
2008-02-22,0.1590582831802344
2008-02-25,0.159205193160228
2008-02-26,0.1601177587844254
2008-02-27,0.1620772640911969
2008-02-28,0.1620297751029458
2008-02-29,0.1618962353685542
2008-03-03,0.1623773345995568
2008-03-04,0.1623507770377418
2008-03-05,0.1633401015228426
2008-03-06,0.1640206087507926
2008-03-07,0.1631029784537389
2008-03-10,0.1633799873337555
2008-03-11,0.1633480329949238
2008-03-12,0.1644927030456852
2008-03-13,0.1652264930114358
2008-03-14,0.1653083280356007
2008-03-17,0.1662674714104193
2008-03-18,0.1672437241817604
2008-03-19,0.1667418435223313
2008-03-25,0.1658099304237824
2008-03-26,0.1680530135689492
2008-03-27,0.1682056872037914
2008-03-28,0.1679259962049335
2008-03-31,0.1684750631313131
2008-04-01,0.1660744479495268
2008-04-03,0.1674873577749684
2008-04-04,0.167714827695226
2008-04-07,0.1677682811016144
2008-04-08,0.1677094017094017
2008-04-09,0.1690645773979107
2008-04-10,0.1676333967046895
2008-04-11,0.1678528385664446
2008-04-14,0.1682057704502219
2008-04-15,0.1675912685858905
2008-04-16,0.1699523057485786
2008-04-17,0.1687708070617906
2008-04-18,0.167805047318612
2008-04-21,0.1696525157232704
2008-04-22,0.1711712759270899
2008-04-23,0.1702244577176988
2008-04-24,0.1680530778894472
2008-04-25,0.1668780718336484
2008-04-28,0.1671374527112231
2008-04-29,0.1665500473634354
2008-04-30,0.1666251580278128
2008-05-02,0.164609079445145
2008-05-05,0.1657466918714555
2008-05-06,0.166298079949638
2008-05-07,0.1654013819095477
2008-05-08,0.1657771482530689
2008-05-09,0.1667557444129682
2008-05-12,0.1675716084356311
2008-05-13,0.1667194312796208
2008-05-14,0.1660110654441985
2008-05-15,0.165540968048086
2008-05-16,0.1673639542275906
2008-05-19,0.1669422038742457
2008-05-20,0.1685799363057324
2008-05-21,0.1692505585700606
2008-05-22,0.1688446075303127
2008-05-23,0.1695778557753669
2008-05-26,0.1695776575429662
2008-05-27,0.1692621483375959
2008-05-28,0.1672323491655969
2008-05-29,0.1663008678881388
2008-05-30,0.1668780251694095
2008-06-02,0.1668030450275348
2008-06-03,0.1658099739243806
2008-06-04,0.1655959661678594
2008-06-05,0.1671541979745181
2008-06-06,0.1690674706649283
2008-06-09,0.1678472584856396
2008-06-10,0.1652182707993474
2008-06-11,0.1658706305129043
2008-06-12,0.1644005895840157
2008-06-13,0.1640177631578947
2008-06-17,0.1656013179571664
2008-06-18,0.1654533772652388
2008-06-19,0.1650681818181818
2008-06-20,0.1661404087013843
2008-06-23,0.1651146074859225
2008-06-24,0.1657330901856764
2008-06-25,0.165727634194831
2008-06-26,0.1673247439709283
2008-06-27,0.167305353602115
2008-06-30,0.166179173553719
2008-07-01,0.1671403044341496
2008-07-02,0.1674678807947019
2008-07-03,0.1667083883751651
2008-07-04,0.1667081956378057
2008-07-07,0.1674143188597945
2008-07-08,0.1660275381552754
2008-07-10,0.1667445328031809
2008-07-11,0.1679880873593646
2008-07-14,0.1678303571428571
2008-07-15,0.1677374338624338
2008-07-16,0.1664725891677675
2008-07-17,0.1671822692689381
2008-07-18,0.1677823354283824
2008-07-21,0.1682367724867725
2008-07-22,0.1667724115117432
2008-07-23,0.1659476474486415
2008-07-24,0.1654888962545575
2008-07-25,0.16579887342611
2008-07-28,0.1664559602649006
2008-07-29,0.1644330578512396
2008-07-30,0.1651338400528751
2008-07-31,0.1652864651773981
2008-08-01,0.1644763313609467
2008-08-04,0.1647853851217906
2008-08-05,0.1635992767915844
2008-08-06,0.1636793692509855
2008-08-07,0.1632973416475221
2008-08-08,0.1599973787680209
2008-08-11,0.1587375535773162
2008-08-12,0.1590658761528326
2008-08-13,0.1594514851485148
2008-08-14,0.1581304060746121
2008-08-15,0.1568112211221122
2008-08-19,0.15725
2008-08-20,0.1568946499339498
2008-08-21,0.1587804958677686
2008-08-22,0.1580403305785124
2008-08-25,0.1576067415730337
2008-08-26,0.1559818241903503
2008-08-27,0.1563257350512058
2008-08-28,0.1559772051536174
2008-08-29,0.1551686468646864
2008-09-01,0.1551687582562747
2008-09-02,0.1537847267939434
2008-09-03,0.1527323016134343
2008-09-04,0.1517564186965108
2008-09-05,0.1506092105263158
2008-09-08,0.1487763934426229
2008-09-09,0.1489646712463199
2008-09-10,0.14781522446324
2008-09-11,0.1464428571428571
2008-09-12,0.1489802076573653
2008-09-15,0.147686426951733
2008-09-16,0.1472145395799677
2008-09-17,0.1485265700483092
2008-09-18,0.1498980442449503
2008-09-19,0.1509252006420545
2008-09-22,0.1544996774193548
2008-09-23,0.1521861890932558
2008-09-24,0.1518950418544752
2008-09-25,0.1516071313845165
2008-09-26,0.1508568677792041
2008-09-29,0.1480384862091084
2008-09-30,0.144112918660287
2008-10-01,0.1444294830887045
2008-10-02,0.1426186386768447
2008-10-03,0.1425721062618596
2008-10-06,0.1383797309978104
2008-10-07,0.1406115085536547
2008-10-08,0.141819733167856
2008-10-09,0.1419789538842463
2008-10-10,0.1383067617866004
2008-10-14,0.1402406015037594
2008-10-15,0.135248592870544
2008-10-16,0.1342174726989079
2008-10-17,0.1260714716525935
2008-10-20,0.1334562383612663
2008-10-21,0.1298919339769542
2008-10-22,0.1279016444306547
2008-10-23,0.1289972350230414
2008-10-24,0.1274517998779744
2008-10-27,0.1253493939393939
2008-10-28,0.1245020783847981
2008-10-29,0.1313991097922848
2008-10-30,0.130893353028065
2008-10-31,0.1290489964580873
2008-11-03,0.1292105107764984
2008-11-04,0.1314423135464231
2008-11-05,0.1299900302114803
2008-11-07,0.1273123677048684
2008-11-10,0.1279639393939394
2008-11-11,0.1279639393939394
2008-11-12,0.1242390317700453
2008-11-13,0.1241619335347432
2008-11-14,0.1270567290283645
2008-11-17,0.1260714716525935
2008-11-18,0.1249376693766937
2008-11-19,0.1233288247670574
2008-11-20,0.1210814058275758
2008-11-21,0.1185115511551155
2008-11-24,0.1243255395683453
2008-11-25,0.1269793413173652
2008-11-26,0.124008064516129
2008-11-27,0.1240080357142857
2008-11-28,0.1231814408538393
2008-12-01,0.1207044043748152
2008-12-02,0.1224979387514723
2008-12-03,0.1220434144910531
2008-12-04,0.1219735695614289
2008-12-05,0.117803633217993
2008-12-09,0.12255807860262
2008-12-10,0.1233622254758418
2008-12-11,0.1255759530791788
2008-12-12,0.1238296815658778
2008-12-15,0.1246043859649122
2008-12-16,0.1236490299823633
2008-12-17,0.1300373309817754
2008-12-18,0.1302930983847283
2008-12-19,0.1274698477751756
2008-12-22,0.1274096350364963
2008-12-23,0.1251281304601048
2008-12-24,0.1253461426491994
2008-12-26,0.1251988372093023
2008-12-29,0.1287300435413643
2008-12-30,0.128877462340672
2008-12-31,0.1270324355632783
2009-01-02,0.1284505494505494
2009-01-05,0.1263535207186322
2009-01-06,0.126961482768607
2009-01-07,0.1287696092619392
2009-01-08,0.1274779710144927
2009-01-09,0.1263041461293128
2009-01-12,0.1240649463612641
2009-01-13,0.1215922920892495
2009-01-14,0.1188948130976528
2009-01-15,0.1195829713292788
2009-01-16,0.1219809027777777
2009-01-19,0.1219809027777777
2009-01-20,0.1191979768786127
2009-01-21,0.1203512968299711
2009-01-22,0.1214535251798561
2009-01-23,0.1212517964932451
2009-01-26,0.1253950014363688
2009-01-27,0.123707233065442
2009-01-28,0.1258067660550458
2009-01-29,0.1229710186513629
2009-01-30,0.1194286123853211
2009-02-02,0.1193973073617874
2009-02-03,0.1211342857142857
2009-02-04,0.1206550043016919
2009-02-05,0.1209847963281698
2009-02-06,0.1224394721744119
2009-02-09,0.1252348723831373
2009-02-10,0.1221030424799081
2009-02-11,0.1194684813753581
2009-02-12,0.1188805499856774
2009-02-13,0.1198006292906178
2009-02-16,0.119800686302545
2009-02-17,0.1134674657534246
2009-02-18,0.1142686609686609
2009-02-19,0.1145265987549519
2009-02-20,0.1134686263425664
2009-02-23,0.1140574971815107
2009-02-24,0.1122259425998874
2009-02-25,0.1122736990154711
2009-02-26,0.1121051152332771
2009-02-27,0.1109077656293804
2009-03-02,0.1087903360177728
2009-03-03,0.1080299086125726
2009-03-04,0.1101771697070204
2009-03-05,0.1076311430149088
2009-03-06,0.1087664555218947
2009-03-09,0.1096648336541105
2009-03-10,0.1126620841352763
2009-03-11,0.1136724327292696
2009-03-12,0.1148634119583104
2009-03-13,0.1155947945205479
2009-03-16,0.1184792753225363
2009-03-17,0.1178495065789473
2009-03-18,0.1218621444201312
2009-03-19,0.1252222526719649
2009-03-20,0.122711512168444
2009-03-23,0.124890756302521
2009-03-25,0.1238712039045553
2009-03-26,0.1247303735787764
2009-03-27,0.1224558665231431
2009-03-30,0.1198853914447134
2009-03-31,0.1214225806451612
2009-04-01,0.1216810344827586
2009-04-03,0.1253305360043313
2009-04-06,0.1248315187806205
2009-04-07,0.122065868263473
2009-04-08,0.1214182757682893
2009-04-13,0.1226016304347826
2009-04-14,0.1225565524741707
2009-04-15,0.1207525156377481
2009-04-16,0.1199703723837999
2009-04-17,0.1184497828447339
2009-04-20,0.1150761724044456
2009-04-21,0.1170961538461538
2009-04-22,0.1188043831168831
2009-04-23,0.1200898025426021
2009-04-24,0.1234476602650797
2009-04-27,0.1220240280777537
2009-04-28,0.122361679224973
2009-04-29,0.1248970706799247
2009-04-30,0.1245035002692514
2009-05-04,0.1266849797023004
2009-05-05,0.1257845363611787
2009-05-06,0.1264271085960657
2009-05-07,0.1268954582101585
2009-05-08,0.130210158559527
2009-05-11,0.1281706989247311
2009-05-12,0.1279575382961569
2009-05-13,0.1267860402684563
2009-05-14,0.1274453984437885
2009-05-15,0.12637580472103
2009-05-18,0.1289525087201502
2009-05-19,0.1303645386266094
2009-05-20,0.1318218113612004
2009-05-21,0.1328725910064239
2009-05-22,0.1343382392293283
2009-05-26,0.132415351698315
2009-05-27,0.1304597270537864
2009-05-28,0.1299073183760683
2009-05-29,0.1317940784209122
2009-06-01,0.135958344459279
2009-06-02,0.1337237510018701
2009-06-03,0.12949172008547
2009-06-04,0.1313248730964467
2009-06-05,0.1285033271227043
2009-06-08,0.1275331205107741
2009-06-09,0.1299460106382979
2009-06-10,0.1290321808510638
2009-06-11,0.131338829787234
2009-06-12,0.1308148246546227
2009-06-16,0.1276290493892724
2009-06-17,0.1271972391823732
2009-06-18,0.1266417197452229
2009-06-19,0.1269872847682119
2009-06-22,0.1251235122983337
2009-06-23,0.1269680991299762
2009-06-24,0.1269229957805907
2009-06-25,0.1265246376811594
2009-06-26,0.1286421800947867
2009-06-29,0.1299174142480211
2009-06-30,0.1296041611798788
2009-07-01,0.1322226901816267
2009-07-02,0.1289158116285188
2009-07-03,0.1286205627136471
2009-07-06,0.1275869050749408
2009-07-07,0.1265902759526938
2009-07-08,0.1248563550420168
2009-07-13,0.1265950630252101
2009-07-14,0.1261177088807146
2009-07-15,0.1290522721302863
2009-07-16,0.1280328342526924
2009-07-17,0.1281754201680672
2009-07-20,0.1288960084033613
2009-07-21,0.1305057773109244
2009-07-22,0.1319992121848739
2009-07-23,0.1339314600840336
2009-07-24,0.1342769755841428
2009-07-27,0.1351425196850393
2009-07-28,0.1336862385321101
2009-07-29,0.1329981694560669
2009-07-30,0.134945416557848
2009-07-31,0.1384467362924282
2009-08-03,0.1412548353371667
2009-08-04,0.1399168192518964
2009-08-05,0.1398836601307189
2009-08-06,0.1394971249346576
2009-08-07,0.1395868826757251
2009-08-10,0.1375327761817706
2009-08-11,0.1367726442182197
2009-08-12,0.1388849765258216
2009-08-13,0.1395420901746155
2009-08-14,0.1388174479166666
2009-08-18,0.1382628705148205
2009-08-19,0.1393087318087318
2009-08-20,0.1398365809301117
2009-08-21,0.1423689269940244
2009-08-24,0.1418761038961039
2009-08-25,0.1417735064935064
2009-08-26,0.1401798336798337
2009-08-27,0.1398640852390852
2009-08-28,0.1412488311688311
2009-08-31,0.1404829914307972
2009-09-01,0.1376520156046813
2009-09-02,0.1385637025481019
2009-09-03,0.1383086323452938
2009-09-04,0.1396823498830257
2009-09-07,0.1396822551312029
2009-09-08,0.1421747598026486
2009-09-09,0.1426798131811105
2009-09-10,0.1430350376330132
2009-09-11,0.1428897249610794
2009-09-14,0.1428776678813118
2009-09-15,0.1439843382928739
2009-09-16,0.1456091954022988
2009-09-17,0.1453024530271399
2009-09-18,0.1455944256316749
2009-09-21,0.1448141293013555
2009-09-22,0.1469854052645295
2009-09-23,0.1467070628094866
2009-09-24,0.1442585353140474
2009-09-25,0.1437381448671183
2009-09-28,0.1432275449101796
2009-09-29,0.1427470725995316
2009-09-30,0.1436801977621649
2009-10-01,0.1422819979188345
2009-10-02,0.1423506763787721
2009-10-05,0.1428203125
2009-10-06,0.1439885237350026
2009-10-07,0.1423283776734481
2009-10-08,0.1436039655622228
2009-10-09,0.1427774875946722
2009-10-13,0.1426797385620914
2009-10-14,0.1447912087912088
2009-10-15,0.1442189054726368
2009-10-16,0.1436678879874378
2009-10-19,0.1443710099424385
2009-10-20,0.1435935618947919
2009-10-21,0.146689871761319
2009-10-22,0.1464515960230245
2009-10-23,0.1474447643979057
2009-10-26,0.1457937172774869
2009-10-27,0.1432337696335078
2009-10-28,0.1415989528795811
2009-10-29,0.1434225130890052
2009-10-30,0.1415970149253731
2009-11-02,0.1421283058392249
2009-11-03,0.1404434258774227
2009-11-04,0.1423203247773703
2009-11-05,0.1430206968823683
2009-11-09,0.1462374213836478
2009-11-10,0.145921625163827
2009-11-11,0.1459215840545502
2009-11-12,0.1452136864184583
2009-11-13,0.1465566334556895
2009-11-16,0.147089121887287
