,SEK
2019-12-23,0.1059321886981163
2019-12-26,0.1063060611120387
2019-12-27,0.1071707838876817
2019-12-30,0.107236299883119
2019-12-31,0.1069266989480714
2020-01-02,0.1067520521608292
2020-01-03,0.1065246175708434
2020-01-06,0.1062913817604279
2020-01-07,0.105854819025328
2020-01-08,0.1058436178216166
2020-01-09,0.1053529716626264
2020-01-10,0.1052819814096562
2020-01-13,0.1056658048373644
2020-01-14,0.1058167332667332
2020-01-15,0.1057965804837364
2020-01-16,0.105382959566486
2020-01-17,0.1050629780851595
2020-01-20,0.105030969030969
2020-01-21,0.1050464226289517
2020-01-22,0.105131463292825
2020-01-23,0.1048745672436751
2020-01-24,0.1044779085054334
2020-01-27,0.1038734252949975
2020-01-28,0.1039014955134596
2020-01-29,0.1039263323924954
2020-01-30,0.103736580912863
2020-01-31,0.1037828831814415
2020-02-03,0.103579708946585
2020-02-04,0.1041948827996038
2020-02-05,0.104388479947186
2020-02-06,0.1038001153402537
2020-02-07,0.1035260941099045
2020-02-10,0.1034489815999212
2020-02-11,0.1038475433171354
2020-02-12,0.1037430465955674
2020-02-13,0.1032822981315871
2020-02-14,0.1029314827771359
2020-02-17,0.1031055311420649
2020-02-18,0.1022641172845512
2020-02-19,0.1019596623953085
2020-02-20,0.1018402466458431
2020-02-21,0.1028150681608693
2020-02-26,0.1027041988113836
2020-02-27,0.1035679042147443
2020-02-28,0.1032695065102073
2020-03-02,0.1051878603896625
2020-03-03,0.1058794877144553
2020-03-04,0.1053152552157667
2020-03-05,0.1058301799131674
2020-03-06,0.1067680217669654
2020-03-09,0.1064951383335998
2020-03-10,0.1049505024844621
2020-03-11,0.1050828466570927
2020-03-12,0.1031204094302679
2020-03-13,0.1026209319703016
2020-03-16,0.1026019765541966
2020-03-17,0.1011408537647002
2020-03-18,0.0972403126480341
2020-03-19,0.0964589844057341
2020-03-20,0.0960845538654539
2020-03-25,0.0988171584699453
2020-03-26,0.1007343411854458
2020-03-27,0.1009519632349516
2020-03-30,0.0992831748592346
2020-04-01,0.0995678687101923
2020-04-02,0.0985260352286773
2020-04-03,0.0981017254660299
2020-04-06,0.0987371441760271
2020-04-07,0.0997834606340961
2020-04-08,0.0992949969306323
2020-04-13,0.1001031049250535
2020-04-14,0.1004540458015267
2020-04-15,0.0996800164586476
2020-04-16,0.0993778825676909
2020-04-17,0.1001883540844214
2020-04-20,0.0999530160654743
2020-04-21,0.0988767589650476
2020-04-22,0.0989158689415672
2020-04-23,0.0991276688781664
2020-04-24,0.0992654222489838
2020-04-27,0.0998322711558695
2020-04-28,0.1013099354645055
2020-04-29,0.1014744119850187
2020-04-30,0.1023593806104129
2020-05-04,0.1014414761691319
2020-05-05,0.1018589253731343
2020-05-06,0.1016776751117734
2020-05-07,0.1019846108051793
2020-05-08,0.1023939646201873
2020-05-11,0.101321226065014
2020-05-12,0.1026588645123035
2020-05-13,0.1018869410719573
2020-05-14,0.1015331460674157
2020-05-15,0.1014517643584822
2020-05-18,0.1029399587142435
2020-05-19,0.1035196612665684
2020-05-20,0.1043057352941176
2020-05-21,0.1039047290351006
2020-05-22,0.1033506160164271
2020-05-26,0.1039641423758605
2020-05-27,0.104008484493856
2020-05-28,0.1052731190650109
2020-05-29,0.1059490370586518
2020-06-01,0.1066518723590266
2020-06-02,0.1070870179013244
2020-06-03,0.1078993024269728
2020-06-04,0.1090381712626995
2020-06-05,0.1088257573561385
2020-06-08,0.1086649392009264
2020-06-09,0.1088968628017926
2020-06-10,0.108483395899509
2020-06-11,0.1074633241956427
2020-06-12,0.1065609485368314
2020-06-16,0.1067942393334291
2020-06-17,0.1071719391416678
2020-06-18,0.1061593633495841
2020-06-19,0.1056948280802292
2020-06-22,0.1067634557667571
2020-06-23,0.1077052263315721
2020-06-24,0.1069701711840228
2020-06-25,0.1072075541619156
2020-06-26,0.1071742381088009
2020-06-29,0.1071616051136363
2020-06-30,0.1072673573658813
2020-07-01,0.107543065796937
2020-07-02,0.1072431992065741
2020-07-03,0.1073998442808607
2020-07-06,0.1080835639649816
2020-07-07,0.1083177225906589
2020-07-08,0.1089372004510854
2020-07-13,0.1093732874789444
2020-07-14,0.1097899579242636
2020-07-15,0.1100897141255605
2020-07-16,0.110155208625035
2020-07-17,0.1107076385002798
2020-07-20,0.1113188947809098
2020-07-21,0.1128413413273842
2020-07-22,0.112698913346336
2020-07-23,0.1129139615812917
2020-07-24,0.1130352155771905
2020-07-27,0.1144924528301886
2020-07-28,0.114180011089548
2020-07-29,0.1144740997229916
2020-07-30,0.1147302103515084
2020-07-31,0.1139951880530973
2020-08-03,0.1141917402095973
2020-08-04,0.1144623122502411
2020-08-05,0.115275103277334
2020-08-06,0.1151423658872077
2020-08-07,0.1142191287618524
2020-08-10,0.1143549691569568
2020-08-11,0.1144308767123287
2020-08-12,0.115077440109514
2020-08-13,0.1151755163452332
2020-08-14,0.115049630945872
2020-08-18,0.115688514986376
2020-08-19,0.115272441480675
2020-08-20,0.1145895280837753
2020-08-21,0.1136660641478662
2020-08-24,0.1138213210362132
2020-08-25,0.1139938897168405
2020-08-26,0.1144714730571351
2020-08-27,0.1146118609683527
2020-08-28,0.1156978783783783
2020-08-31,0.1157849555136155
2020-09-01,0.1151264646464646
2020-09-02,0.1144243272335845
2020-09-03,0.1144282468405485
2020-09-04,0.1144243283181085
2020-09-07,0.1139640053583389
2020-09-08,0.1135976308392451
2020-09-09,0.1141122509027685
2020-09-10,0.1143209780865847
2020-09-11,0.1136957949539447
2020-09-14,0.1139523162939297
2020-09-15,0.1137876446335948
2020-09-16,0.1137552823920265
2020-09-17,0.1136621879978757
2020-09-18,0.1141917484743963
2020-09-21,0.1128184283635401
2020-09-22,0.1121528750826173
2020-09-23,0.1112730718436344
2020-09-24,0.1100182501979414
2020-09-25,0.1096190639419907
2020-09-28,0.1105485406258217
2020-09-29,0.1114392275354703
2020-09-30,0.1116557364137568
2020-10-01,0.1120084196721311
2020-10-02,0.1119469785575048
2020-10-05,0.1123103233346318
2020-10-06,0.1122649325376232
2020-10-07,0.1125277006873298
2020-10-08,0.1127878874335365
2020-10-09,0.1137216461438755
2020-10-13,0.1132643807309828
2020-10-14,0.1133773877129581
2020-10-15,0.1126722473215438
2020-10-16,0.1129930727554179
2020-10-19,0.1133208558906934
2020-10-20,0.1143824407826982
2020-10-21,0.1146749453376205
2020-10-22,0.113941931352459
2020-10-23,0.1142100089594266
2020-10-26,0.1143000766675185
2020-10-27,0.1149821711366539
2020-10-28,0.1130083897331119
2020-10-29,0.1120347637292465
2020-10-30,0.1122334397344228
2020-11-02,0.1119670352014233
2020-11-03,0.1130007221588749
2020-11-04,0.1136738200683284
2020-11-05,0.1148474715549936
2020-11-09,0.1160052425960932
2020-11-10,0.1161858491753745
2020-11-11,0.1156029186061139
2020-11-12,0.1156764705882352
2020-11-13,0.115021843260188
2020-11-16,0.1157648493184944
2020-11-17,0.1159904422788605
2020-11-18,0.116436119775421
2020-11-19,0.1160294593921275
2020-11-20,0.1160564032358432
2020-11-24,0.1166779429987608
2020-11-25,0.1174908528283203
2020-11-26,0.117260786252936
2020-11-27,0.1176872085851733
2020-11-30,0.1170151764850571
2020-12-01,0.1176941422080314
2020-12-02,0.1178647564118296
2020-12-03,0.1184637567435017
2020-12-04,0.1184792039191671
2020-12-09,0.117684446611409
2020-12-10,0.1183446000243516
2020-12-11,0.1180567814134533
2020-12-14,0.119056118859915
2020-12-15,0.1194757421543681
2020-12-16,0.1194001331396756
2020-12-17,0.1209029017047515
2020-12-18,0.1207437831965234
2020-12-21,0.1211166927239927
2020-12-22,0.1200307267267267
2020-12-23,0.1206694697696737
2020-12-28,0.1206243504171632
2020-12-29,0.1219229707212568
2020-12-30,0.1219720499108734
2020-12-31,0.1216693048128342
2021-01-04,0.1212797402597402
2021-01-05,0.1222837754981723
2021-01-06,0.122176198327641
2021-01-07,0.1219839411764705
2021-01-08,0.1215568961466165
2021-01-11,0.1207204638631837
2021-01-12,0.1208006669006669
2021-01-13,0.1200955932203389
2021-01-14,0.1204209948622139
2021-01-15,0.1193573827851644
2021-01-18,0.1191199465613383
2021-01-19,0.1197848625449484
2021-01-20,0.1197475738274464
2021-01-21,0.1205472868217054
2021-01-22,0.1205967078664664
2021-01-25,0.1205037054085155
2021-01-26,0.1204732245460813
2021-01-27,0.1199918379060957
2021-01-28,0.1200264105504587
2021-01-29,0.1196157906790335
2021-02-01,0.1187112671232876
2021-02-02,0.1187987115165336
2021-02-03,0.1189697266514806
2021-02-04,0.1180219542714139
2021-02-05,0.1193645
2021-02-08,0.1191355563116706
2021-02-09,0.1200019147971901
2021-02-10,0.1203499773653236
2021-02-11,0.1201042509892594
2021-02-12,0.1203847526541675
2021-02-17,0.1201273330335057
2021-02-18,0.1202096451830226
2021-02-19,0.1207948283598833
2021-02-22,0.1209994520854299
2021-02-23,0.1204775717636546
2021-02-24,0.1205559991079393
2021-02-25,0.1209804233983287
2021-02-26,0.1185916054330884
2021-03-01,0.1183936396936397
2021-03-02,0.1192548973932334
2021-03-03,0.1188763825778566
2021-03-04,0.1179565178868091
2021-03-05,0.1171865884696248
2021-03-08,0.1166643369769239
2021-03-09,0.1174494705493051
2021-03-10,0.1176387566137566
2021-03-11,0.1181865499008592
2021-03-12,0.117811997798569
2021-03-15,0.1173653854601361
2021-03-16,0.1175806649840886
2021-03-17,0.1178203289473684
2021-03-18,0.1175405805038335
2021-03-19,0.1172154334500875
2021-03-22,0.1176152342470241
2021-03-23,0.1164768114360541
2021-03-25,0.1154547782499727
2021-03-26,0.1155855618466898
2021-03-29,0.1150681753889674
2021-03-30,0.1145003153545019
2021-03-31,0.114661804347826
2021-04-05,0.1149649934952298
2021-04-06,0.1157916666666666
2021-04-07,0.1160981696090111
2021-04-08,0.1170590062784152
2021-04-09,0.1171755949805279
2021-04-12,0.1166411968027651
2021-04-13,0.1173998272511336
2021-04-14,0.1181809539225207
2021-04-15,0.1183558024158757
2021-04-16,0.1184286930287684
2021-04-19,0.118964065863108
2021-04-20,0.1184876196622566
2021-04-21,0.1188255293991185
2021-04-22,0.1184862254217256
2021-04-23,0.1191568513745704
2021-04-26,0.1193132304063471
2021-04-27,0.1193331618986392
2021-04-28,0.1192492080479452
2021-04-29,0.1192790802139037
2021-04-30,0.1181725844377939
2021-05-03,0.1187747197608626
2021-05-04,0.1178925514886351
2021-05-05,0.117727392
2021-05-06,0.1185606781106727
2021-05-07,0.1201316675546084
2021-05-10,0.1201735334823805
2021-05-11,0.1203326024481107
2021-05-12,0.1187422855926792
2021-05-13,0.1187338261887033
2021-05-14,0.1198566567418119
2021-05-17,0.1200754063529161
2021-05-18,0.120793372982158
2021-05-19,0.1200235244161358
2021-05-20,0.1203427313242784
2021-05-21,0.1200927124217672
2021-05-26,0.1202154212531752
2021-05-27,0.1209145985401459
2021-05-28,0.1205153236040609
2021-05-31,0.1206345402723529
2021-06-01,0.1210624406207114
2021-06-02,0.1209862825788751
2021-06-03,0.1199328340892311
2021-06-04,0.1208985135989879
2021-06-07,0.1210961676142345
2021-06-08,0.1210155667824439
2021-06-09,0.1211034928984745
2021-06-10,0.1212253495952055
2021-06-11,0.1200451382318932
2021-06-14,0.1201460997375328
2021-06-15,0.1199515424973767
2021-06-16,0.119041947329766
2021-06-17,0.117090531613715
2021-06-18,0.1162642025794274
2021-06-22,0.117813383600377
2021-06-23,0.1179314770229247
2021-06-24,0.1181027943485086
2021-06-25,0.1177578870292887
2021-06-28,0.1174743024349461
2021-06-29,0.1172525336955386
2021-06-30,0.1168661199331383
2021-07-01,0.1166248746867168
2021-07-02,0.1171454013988934
2021-07-05,0.1170151752190237
2021-07-06,0.1162750182462725
2021-07-07,0.1160200437773608
2021-07-08,0.1163007084071257
2021-07-12,0.1165460401706733
2021-07-13,0.1155641801914273
2021-07-14,0.1159191763727121
2021-07-15,0.1151781763360366
2021-07-16,0.1152684577011016
2021-07-19,0.1150006852870937
2021-07-20,0.1148237492215071
2021-07-21,0.1151171855541718
2021-07-22,0.1151954257857068
2021-07-23,0.1151264675378552
2021-07-26,0.1159689247980111
2021-07-27,0.1160995236615926
2021-07-28,0.1155535037780768
2021-07-29,0.1169932740066225
2021-07-30,0.1162980039300858
2021-08-02,0.1163304680235561
2021-08-03,0.1162614915814481
2021-08-04,0.1162061034803263
2021-08-05,0.1161035607389823
2021-08-06,0.1154068111455108
2021-08-09,0.1148989484536082
2021-08-10,0.1147433783365969
2021-08-11,0.1151410449299258
2021-08-12,0.1151410528484599
2021-08-13,0.1158560601379878
2021-08-17,0.1143236092544987
2021-08-18,0.1145750951156812
2021-08-19,0.1136015111019736
2021-08-20,0.1135357311684307
2021-08-23,0.1148712320328542
2021-08-24,0.1149610261672652
2021-08-25,0.1150747948297086
2021-08-26,0.1148408899825694
2021-08-27,0.1156978884788847
2021-08-30,0.1160133149114727
2021-08-31,0.1158963372211991
2021-09-01,0.1161966557578236
2021-09-02,0.1165677808443217
2021-09-03,0.1171714796648273
2021-09-06,0.116784226646248
2021-09-07,0.116470027553832
2021-09-08,0.1159823691460055
2021-09-09,0.1162993574706782
2021-09-10,0.115978336221837
2021-09-13,0.1160604440370709
2021-09-14,0.116399531615925
2021-09-15,0.1165053027989821
2021-09-16,0.1158023906408952
2021-09-17,0.1152418971126474
2021-09-20,0.1150337599024984
2021-09-21,0.1151715446328831
2021-09-22,0.1154494466443293
2021-09-23,0.1160375482037751
2021-09-24,0.1155027800324675
2021-09-27,0.1150681739835749
2021-09-28,0.1144636225420636
2021-09-29,0.1135447528363046
2021-09-30,0.1141370062791168
2021-10-01,0.1143575969227654
2021-10-04,0.1146223750758648
2021-10-05,0.114560663363333
2021-10-06,0.1135705418520016
2021-10-07,0.1138913280776228
2021-10-12,0.1138135533353516
2021-10-13,0.1149517756255044
2021-10-14,0.1157260084711577
2021-10-15,0.1161197418834442
2021-10-18,0.1154707766696887
2021-10-19,0.1160712214278521
2021-10-20,0.1164795269250126
2021-10-21,0.1161642548052732
2021-10-22,0.1164876647550055
2021-10-25,0.1161588560514676
2021-10-26,0.1160577541181197
2021-10-27,0.1168647566482689
2021-10-28,0.1173405958471261
2021-10-29,0.1163521259526674
2021-11-01,0.1172621581003907
2021-11-02,0.1166970058081313
2021-11-03,0.1169440196176559
2021-11-04,0.1163291216486594
2021-11-05,0.1166085551330798
2021-11-08,0.1165311051159072
2021-11-09,0.1167324243332334
2021-11-10,0.1152724513230154
2021-11-11,0.1147947489268243
2021-11-12,0.1141617641189383
2021-11-15,0.1137747082876234
2021-11-16,0.1125555788214178
2021-11-17,0.1128757349277528
2021-11-18,0.112601205059257
2021-11-19,0.1119394584909416
2021-11-23,0.110511892214378
2021-11-24,0.1095242297753925
2021-11-25,0.1101746225665474
2021-11-26,0.1097309424603174
2021-11-29,0.1100969982167624
2021-11-30,0.110574207606973
2021-12-01,0.1103752772277227
2021-12-02,0.1104984569732937
2021-12-03,0.1094990411229735
2021-12-06,0.1099239336492891
2021-12-07,0.1095506211792545
2021-12-09,0.110243854638566
2021-12-10,0.1106084588872476
2021-12-13,0.1099843854473942
2021-12-14,0.1093900373354293
2021-12-15,0.1096334904733844
2021-12-16,0.1104569578017664
2021-12-17,0.1098237301431653
2021-12-20,0.1092299324390482
2021-12-21,0.1093744913928012
2021-12-22,0.1100982104439663
2021-12-23,0.1101442913000977
2021-12-27,0.1098237370782133
2021-12-28,0.110385022412785
2021-12-29,0.1106488410596026
2021-12-30,0.1104203660436137
2021-12-31,0.110656191588785
2022-01-03,0.1096226796116504
2022-01-04,0.1100630614026578
2022-01-05,0.1103472658522396
2022-01-06,0.1093996125532739
2022-01-07,0.1103570003872966
2022-01-10,0.1097779151772775
2022-01-11,0.110443539976825
2022-01-12,0.1118380594135802
2022-01-13,0.1119946227233304
2022-01-14,0.1106929410631741
2022-01-17,0.1109570028818443
2022-01-18,0.1094008159738888
2022-01-19,0.1099058135072908
2022-01-20,0.109319489981785
2022-01-21,0.1087949875407322
2022-01-24,0.107489897637042
2022-01-25,0.1078632288281399
2022-01-26,0.108103428844317
2022-01-27,0.1064679297508829
2022-01-28,0.1058940671499427
2022-01-31,0.1071524281089316
2022-02-01,0.1077504946727549
2022-02-02,0.1087843346007604
2022-02-03,0.1097960022789858
2022-02-04,0.1093840622331847
2022-02-07,0.1092860333080999
2022-02-08,0.1093457852957853
2022-02-09,0.1099190952875625
2022-02-10,0.1084010848033204
2022-02-11,0.1079365803108808
2022-02-14,0.1066473298232418
2022-02-15,0.107795792241946
2022-02-16,0.1077597860761869
2022-02-17,0.1070686697290709
2022-02-18,0.1063558250608728
2022-02-21,0.1063252896113602
2022-02-22,0.1071007836551917
2022-02-23,0.1066268549589858
2022-02-24,0.104839383497858
2022-02-25,0.1059658818054909
2022-03-02,0.1032002408968776
2022-03-03,0.1024569193742479
2022-03-04,0.1017625265883658
2022-03-07,0.0999040944300996
2022-03-08,0.1011459837877671
2022-03-09,0.1034853882959146
2022-03-10,0.1032737795347982
2022-03-11,0.1027559147685525
2022-03-14,0.1041742582417582
2022-03-15,0.1038033571167215
2022-03-16,0.1054952472351704
2022-03-17,0.1066109487718016
2022-03-18,0.1061841659070191
2022-03-21,0.1055876966445394
2022-03-22,0.105859316798401
2022-03-23,0.1058974314757669
2022-03-25,0.1062146131545569
2022-03-28,0.1052576165522226
2022-03-29,0.1071983667208085
2022-03-30,0.1080894129317341
2022-03-31,0.1067008107377713
2022-04-01,0.1067053635709143
2022-04-04,0.1059962086582414
2022-04-05,0.1061244404655326
2022-04-06,0.1055019225610301
2022-04-07,0.1056870143788514
2022-04-08,0.1058413873038516
2022-04-11,0.1053685290460117
2022-04-12,0.1050398102163887
2022-04-13,0.1053285739576878
2022-04-18,0.1042404998679926
2022-04-19,0.1046484883107751
2022-04-20,0.1059277114777114
2022-04-21,0.105211105267771
2022-04-22,0.1046703930666199
2022-04-25,0.1027158092082315
2022-04-26,0.1016983630822812
2022-04-27,0.1017097444367176
2022-04-28,0.1015310904670949
2022-04-29,0.102337386176394
2022-05-02,0.1006481724704052
2022-05-03,0.1013181496504703
2022-05-04,0.1015022323737286
2022-05-05,0.1001883522727272
2022-05-06,0.100555064488392
2022-05-09,0.0990471691648822
2022-05-10,0.0995064483024031
2022-05-11,0.099274308165357
2022-05-12,0.0983709765458422
2022-05-13,0.0991522524056884
2022-05-16,0.0993206431359239
2022-05-17,0.100670466672313
2022-05-19,0.1010162244380598
2022-05-20,0.1002807900067521
2022-05-23,0.1018755254750294
2022-05-24,0.1023185374863571
2022-05-26,0.1013150657398877
2022-05-27,0.101613626097867
2022-05-30,0.102600933255562
2022-05-31,0.1024485191347753
2022-06-01,0.1015929770611702
2022-06-02,0.1030555952183297
2022-06-03,0.1023510026516407
2022-06-06,0.1022243993064156
2022-06-07,0.1019991837744249
2022-06-08,0.1018994071634417
2022-06-09,0.1011009866798224
2022-06-10,0.0997506199195336
2022-06-13,0.0983545298446443
2022-06-14,0.0979345632653061
2022-06-15,0.0976305052974735
2022-06-16,0.0987176537585421
2022-06-21,0.0989756044311474
2022-06-22,0.0992585385547032
2022-06-23,0.0979921434327155
2022-06-24,0.098656302318094
2022-06-27,0.0991915884852858
2022-06-28,0.0986329462641146
2022-06-29,0.0977278310940499
2022-06-30,0.0978799169528068
2022-07-01,0.0968682502989238
2022-07-04,0.0966239618896387
2022-07-05,0.0949911172741679
2022-07-06,0.0948775615159427
2022-07-07,0.0948047013274336
2022-07-08,0.0950172949526813
2022-07-11,0.094320047114252
2022-07-12,0.0948127909710792
2022-07-13,0.09476247848537
2022-07-14,0.09442246875
2022-07-15,0.0952925458089668
2022-07-18,0.0963307578931037
2022-07-19,0.097814813380827
2022-07-20,0.0973141289225537
2022-07-21,0.0976543448062972
2022-07-22,0.0978684291660243
2022-07-25,0.0981180981595092
2022-07-26,0.0969151897765534
2022-07-27,0.0968326025513711
2022-07-28,0.0976143075045759
2022-07-29,0.0983042507808334
2022-08-01,0.0988484191371597
2022-08-02,0.097768910741301
2022-08-03,0.0979182600815586
2022-08-04,0.0988308278045838
2022-08-05,0.0981460230265633
2022-08-08,0.0984765665942951
2022-08-09,0.098340986178558
2022-08-10,0.0995787840358075
2022-08-11,0.0993808594622775
2022-08-12,0.0979710231072144
2022-08-16,0.0967239562550801
2022-08-17,0.0962473179369881
2022-08-18,0.0950877687776141
2022-08-19,0.0944224645663509
2022-08-22,0.0931810158079625
2022-08-23,0.0940547937203359
2022-08-24,0.0942142982136347
2022-08-25,0.0944634934497816
2022-08-26,0.0938773202614379
2022-08-29,0.0938429655870445
2022-08-30,0.0936180591630591
2022-08-31,0.0938394435233907
2022-09-01,0.0926380565345608
2022-09-05,0.0925788779583689
2022-09-06,0.0924804140580534
2022-09-07,0.0934160369318181
2022-09-08,0.0933332058094226
2022-09-09,0.0941442283208374
2022-09-12,0.0954489949395558
2022-09-13,0.0937391639781175
2022-09-14,0.0934579437290033
2022-09-15,0.0932114106145251
2022-09-16,0.0926792642140468
2022-09-19,0.0925077924776615
2022-09-20,0.0916304756637168
2022-09-21,0.0902722617157844
2022-09-22,0.0903963006337834
2022-09-23,0.0885598391089109
2022-09-26,0.0878510734308765
2022-09-27,0.0878109572218052
2022-09-28,0.0893263924826365
2022-09-29,0.0892012919018154
2022-09-30,0.0900689926690198
2022-10-03,0.090628145449639
2022-10-04,0.0919523319200484
2022-10-05,0.0910887829124127
2022-10-06,0.0899612265415549
2022-10-11,0.0885951489813524
2022-10-12,0.0880746888241525
2022-10-13,0.0890884467944481
2022-10-14,0.0882939857557372
2022-10-17,0.0897247213114754
2022-10-18,0.0901640099463421
2022-10-19,0.0890368912390651
2022-10-20,0.0887453195231581
2022-10-21,0.0888288770401196
2022-10-24,0.0893543233811554
2022-10-25,0.0910912754707247
2022-10-26,0.0920750949224532
2022-10-27,0.0913233669471385
2022-10-28,0.0911062107422125
2022-10-31,0.0905739659677522
2022-11-01,0.0908141467446592
2022-11-02,0.0911834708121827
2022-11-03,0.0893742907801418
2022-11-04,0.091424393479909
2022-11-07,0.0923113823178766
2022-11-08,0.0932192348631895
2022-11-09,0.0921395700537432
2022-11-10,0.0937848743687262
2022-11-11,0.0965139203484754
2022-11-14,0.0954918284089504
2022-11-15,0.0959159018011349
2022-11-16,0.0953125315442851
2022-11-17,0.0940601056640865
2022-11-18,0.0940680659394533
2022-11-22,0.0938235912710473
2022-11-23,0.0952689456442611
2022-11-24,0.0961566188487379
2022-11-25,0.0959941663143909
2022-11-28,0.0951049459783913
2022-11-29,0.0945537074748442
2022-11-30,0.0940955045432807
2022-12-01,0.0968354161698068
2022-12-02,0.0967005770718067
2022-12-05,0.0961529203121305
2022-12-06,0.0960015340138061
2022-12-07,0.0964515479693937
2022-12-12,0.0968091672988271
2022-12-13,0.0976886851754845
2022-12-14,0.0980613251961639
2022-12-15,0.0963391147978421
2022-12-16,0.0961815923566879
2022-12-19,0.0963957603686636
2022-12-20,0.095998769619962
2022-12-21,0.0958984220794124
2022-12-22,0.0953652495273018
2022-12-23,0.0950624571036376
2022-12-26,0.095199106583964
2022-12-27,0.0955602726498153
2022-12-28,0.095694693877551
2022-12-29,0.0958552211788663
2022-12-30,0.0959877116730638
2023-01-02,0.0955630087005332
2023-01-03,0.0946342397398519
2023-01-04,0.0952380947050263
2023-01-05,0.0934623113892925
2023-01-06,0.0948739581589958
2023-01-09,0.0963976234105169
2023-01-10,0.0958056270096463
2023-01-11,0.0954234903415066
2023-01-12,0.0960513289495496
2023-01-13,0.0962047222375461
2023-01-16,0.0958552195389681
2023-01-17,0.0960098306756534
2023-01-18,0.0967529730321098
2023-01-19,0.096766075036863
2023-01-20,0.0971383047151812
2023-01-23,0.0975743016759776
2023-01-24,0.0980632519356759
2023-01-25,0.097706820515592
2023-01-26,0.0970713576516296
2023-01-27,0.0969866278756532
2023-01-30,0.0962028730703258
2023-01-31,0.0956013796791444
2023-02-01,0.0958386833253243
2023-02-02,0.0964952924241616
2023-02-03,0.0950200031911498
2023-02-06,0.093888779017503
2023-02-07,0.0948937684677078
2023-02-08,0.0945170661048196
2023-02-09,0.0967848062667578
2023-02-10,0.095501863419243
2023-02-13,0.0962797495434385
2023-02-14,0.0965306890983905
2023-02-15,0.0955821914959975
2023-02-16,0.095890146761396
2023-02-17,0.0954535483203064
2023-02-22,0.0961233444472941
2023-02-23,0.0957084327479391
2023-02-24,0.0951701144726083
2023-02-27,0.0960660942025303
2023-02-28,0.0959131422774537
2023-03-01,0.0958102191628283
2023-03-02,0.0949829989386971
2023-03-03,0.0954344159774056
2023-03-06,0.0956727249924751
2023-03-07,0.0933898637820512
2023-03-08,0.0933393048262065
2023-03-09,0.0933567328808145
2023-03-10,0.093772565137249
2023-03-13,0.0943600961062122
2023-03-14,0.0954754194091156
2023-03-15,0.0940017476303317
2023-03-16,0.0949559426431457
2023-03-17,0.0953679797383692
2023-03-20,0.0963437539725223
2023-03-21,0.0965968929860501
2023-03-22,0.0971279287174992
2023-03-23,0.0972289726892798
2023-03-27,0.0962343505929997
2023-03-28,0.0964571304849884
2023-03-29,0.0961122611617858
2023-03-30,0.0963613931636224
2023-03-31,0.0964050571742978
2023-04-03,0.0963131340019964
2023-04-04,0.0972346474997627
2023-04-05,0.0960301155193636
2023-04-10,0.0948919677585641
2023-04-11,0.0956214913922155
2023-04-12,0.096809171956684
2023-04-13,0.0974487888950996
2023-04-14,0.0967613947001394
2023-04-17,0.0964776042148072
2023-04-18,0.0969555960173319
2023-04-19,0.0967164750781681
2023-04-20,0.096967815037387
2023-04-21,0.0970421543952775
2023-04-24,0.0975172108441941
2023-04-25,0.096863557748902
2023-04-26,0.0967585864512343
2023-04-27,0.0970506306306306
2023-04-28,0.0975276719956888
2023-05-02,0.0970562831070554
2023-05-03,0.0977966429840142
2023-05-04,0.0976724634470536
2023-05-05,0.098336150276243
2023-05-08,0.0985231363935866
2023-05-09,0.0981546897610173
2023-05-10,0.0976867789934354
2023-05-11,0.0966687947598253
2023-05-12,0.0962408333333333
2023-05-15,0.0966893584742089
2023-05-16,0.0961048680225011
2023-05-17,0.0958276624217569
2023-05-18,0.0943983972425678
2023-05-19,0.0951040429645542
2023-05-22,0.0947597823767868
2023-05-23,0.0941725984251968
2023-05-24,0.0933175312831389
2023-05-29,0.0924094858342077
2023-05-30,0.0918416998115972
2023-05-31,0.0919624801670146
2023-06-01,0.0924829843912591
2023-06-02,0.0925763047539962
2023-06-05,0.0921395711340206
2023-06-06,0.0915792846865364
2023-06-07,0.0917481683778234
2023-06-08,0.0925600245448967
2023-06-09,0.0923992406613594
2023-06-12,0.0924675891410048
2023-06-13,0.0933131768514771
2023-06-14,0.0933811451612903
2023-06-15,0.0943805798268572
2023-06-16,0.0940733774303467
2023-06-21,0.0937681675600555
2023-06-22,0.093544493269992
2023-06-23,0.0933018577075098
2023-06-26,0.0931619167321288
2023-06-27,0.093327110675808
2023-06-28,0.0927996716826265
2023-06-29,0.0920437392661982
2023-06-30,0.0927170744059213
2023-07-03,0.0923216130283055
2023-07-04,0.0924701561596298
2023-07-05,0.0917044200385356
2023-07-06,0.0913358794162826
2023-07-07,0.0923190536398467
2023-07-10,0.0928401676190476
2023-07-11,0.0937338905775076
2023-07-12,0.0962862412421889
2023-07-13,0.0978914204652922
2023-07-14,0.0976562497641954
2023-07-17,0.0976743730084348
2023-07-18,0.0978148178591444
2023-07-19,0.0974468930770666
2023-07-20,0.096587562337179
2023-07-21,0.0962825310818333
2023-07-24,0.0960301143911439
2023-07-25,0.0962334241531664
2023-07-26,0.0958644110091743
2023-07-27,0.0953916294397656
2023-07-28,0.0949198867373036
2023-07-31,0.0951683051771117
2023-08-01,0.0941309360854608
2023-08-02,0.0933445349675558
2023-08-03,0.0934396044588277
2023-08-04,0.0946897977447646
